PERSON ID;VIDEO ID;OTHER PERSON ID;AVG;MAX;MIN
0013;P2E_S3_C2.1;0027;1.0091;1.0664;0.9433
0013;P1E_S1_C3;0019;1.0110;1.0355;0.9857
0013;P2L_S4_C3.2;0003;0.9587;1.0396;0.8736
0013;P2E_S3_C1.2;0002;0.8746;0.9606;0.7530
0013;P2L_S4_C3.1;0004;0.9691;1.0465;0.8905
0013;P2L_S3_C1.2;0021;1.0059;1.0806;0.9647
0013;P2E_S4_C2.1;0011;0.9758;1.0407;0.9079
0013;P1L_S3_C2;0023;0.9224;0.9741;0.8473
0013;P2E_S4_C1.2;0015;0.9660;1.0711;0.8954
0013;P2L_S3_C2.2;0003;0.9387;1.0255;0.8688
0013;P2E_S4_C2.2;0022;0.9742;1.0625;0.8911
0013;P2L_S2_C3.2;0021;1.0021;1.0635;0.9502
0013;P1L_S4_C2;0016;0.9299;0.9818;0.8664
0013;P1E_S2_C2;0026;0.9626;1.0075;0.8983
0013;P2L_S1_C3.1;0002;0.9036;0.9819;0.8310
0013;P2L_S2_C3.1;0019;1.0677;1.1035;1.0101
0013;P1L_S1_C2;0015;0.9801;1.0341;0.8902
0013;P2L_S4_C2.2;0003;0.9678;1.0322;0.9046
0013;P1L_S3_C1;0005;1.0012;1.0599;0.9360
0013;P1L_S1_C1;0010;1.0415;1.1015;0.9905
0013;P1E_S3_C2;0004;0.9329;0.9671;0.8881
0013;P1E_S4_C2;0023;0.9568;1.0147;0.9044
0013;P1E_S4_C3;0025;1.0347;1.1008;0.9841
0013;P2L_S3_C1.1;0024;0.9272;1.0186;0.8638
0013;P2L_S2_C1.1;0012;0.9907;1.0530;0.8966
0013;P2E_S1_C3.1;0016;0.9181;0.9779;0.8477
0013;P2E_S1_C1.2;0022;1.0002;1.0487;0.9420
0013;P1L_S3_C3;0018;0.9967;1.0590;0.9427
0013;P2L_S1_C1.1;0012;0.9949;1.0578;0.9351
0013;P2L_S4_C1.2;0003;0.9463;1.0244;0.8750
0013;P1L_S1_C3;0024;0.9604;0.9949;0.9149
0013;P1L_S2_C3;0027;0.9693;1.0632;0.9166
0013;P1E_S3_C1;0005;0.9717;1.0358;0.9173
0013;P2L_S3_C2.1;0018;0.9836;1.0760;0.9225
0013;P2E_S4_C3.2;0015;0.9814;1.0556;0.9013
0013;P2E_S1_C1.1;0030;1.0110;1.0252;0.9975
0013;P2E_S1_C3.2;0003;0.9765;1.0284;0.9243
0013;P2E_S1_C2.1;0023;0.9486;1.0926;0.8422
0013;P2L_S1_C2.2;0003;0.9766;1.0554;0.9096
0013;P2L_S4_C1.1;0011;0.9788;1.0701;0.8984
0013;P2E_S2_C3.1;0011;0.9519;1.0395;0.8845
0013;P2L_S2_C2.1;0012;0.9855;1.0459;0.8964
0013;P2L_S4_C2.1;0012;0.9805;1.0483;0.9018
0013;P1E_S1_C2;0024;0.9413;1.0157;0.9006
0013;P2E_S2_C3.2;0022;0.9709;1.0593;0.8862
0013;P2E_S3_C1.1;0019;1.0368;1.1422;0.9701
0013;P2E_S4_C3.1;0011;0.9807;1.0476;0.9138
0015;P2E_S3_C3.2;0002;1.0075;1.0431;0.9638
0015;P1L_S4_C1;0020;1.0002;1.0878;0.9003
0015;P2E_S1_C1.2;0003;0.9577;1.0127;0.8971
0015;P2L_S1_C3.1;0017;0.9828;1.0642;0.9358
0015;P1E_S4_C1;0013;0.9593;1.0364;0.8458
0015;P2E_S3_C1.1;0030;1.0198;1.0789;0.9623
0015;P1E_S1_C2;0026;0.9948;1.0370;0.9518
0015;P2L_S2_C2.2;0022;1.0564;1.1234;0.9291
0015;P2E_S4_C2.2;0002;1.0260;1.0908;0.9294
0015;P2L_S2_C1.1;0029;1.0148;1.1069;0.9358
0015;P1E_S4_C2;0003;0.9239;0.9555;0.8803
0015;P2L_S3_C1.2;0003;0.9457;0.9941;0.8786
0015;P2E_S4_C1.2;0022;1.0547;1.1046;1.0030
0015;P1L_S3_C2;0009;0.9759;1.0314;0.9046
0015;P2L_S1_C1.1;0004;0.9819;0.9853;0.9771
0015;P2L_S3_C3.2;0003;0.9249;0.9986;0.8336
0015;P2E_S4_C3.1;0030;1.0064;1.0537;0.9542
0015;P2L_S2_C2.1;0012;0.9781;1.0474;0.9351
0015;P2L_S4_C1.2;0021;1.0562;1.1495;0.9955
0015;P2E_S4_C3.2;0003;0.9818;1.0241;0.9186
0015;P1E_S2_C2;0011;0.9761;1.0609;0.9316
0015;P2E_S2_C1.1;0024;1.0222;1.0806;0.9454
0015;P2L_S2_C3.1;0030;1.0004;1.0756;0.9454
0015;P1L_S4_C2;0009;0.9648;1.0269;0.9084
0015;P2E_S1_C3.2;0022;1.0496;1.0852;0.9966
0015;P1E_S3_C2;0023;1.0920;1.1330;0.9836
0015;P2L_S4_C2.2;0022;1.0505;1.1043;0.9663
0015;P2E_S2_C2.2;0002;1.0338;1.1014;0.9742
0015;P2L_S4_C1.1;0019;0.9660;1.1239;0.8682
0015;P1E_S3_C3;0001;0.9414;1.0007;0.8956
0015;P2E_S4_C2.1;0006;0.8978;0.9747;0.8360
0015;P1L_S3_C1;0004;0.9800;1.0300;0.8853
0015;P2E_S4_C1.1;0013;0.9234;0.9722;0.8500
0015;P1L_S1_C1;0007;0.9658;1.0321;0.9047
0015;P2L_S4_C3.2;0003;0.9361;1.0225;0.8507
0015;P2L_S3_C2.1;0013;0.9343;1.0112;0.8592
0015;P2E_S1_C3.1;0007;0.9448;1.0191;0.8684
0015;P2E_S3_C2.1;0027;0.8939;0.9370;0.8373
0015;P1E_S1_C1;0023;1.0779;1.1329;1.0064
0015;P2E_S1_C2.1;0026;0.9231;0.9880;0.8278
0015;P2L_S1_C3.2;0003;0.9443;1.0018;0.8769
0015;P1E_S2_C1;0013;0.9721;1.0286;0.8804
0015;P2L_S3_C3.1;0026;0.9446;0.9965;0.8941
0015;P1E_S3_C1;0019;0.9217;1.0220;0.8308
0015;P1E_S1_C3;0011;1.0289;1.0591;1.0029
0015;P2E_S2_C3.1;0012;0.9525;1.0195;0.8857
0015;P2E_S2_C2.1;0017;0.9923;1.0361;0.9200
0015;P2L_S1_C2.1;0014;0.9486;1.0501;0.8446
0016;P2E_S1_C1.2;0015;0.9523;1.0181;0.8945
0016;P2L_S3_C1.2;0015;0.9979;1.0890;0.9028
0016;P1L_S4_C2;0020;1.0196;1.1048;0.9540
0016;P2L_S2_C1.2;0022;1.0514;1.1281;0.9393
0016;P2L_S2_C2.2;0022;1.0529;1.1110;0.9601
0016;P2L_S2_C3.2;0003;1.0334;1.0923;0.9447
0016;P1L_S3_C3;0026;0.9957;1.0473;0.9418
0016;P2L_S3_C2.1;0017;0.9588;1.0177;0.9073
0016;P1L_S3_C2;0026;0.9803;1.0516;0.9297
0016;P1E_S1_C2;0022;0.9810;1.0204;0.9454
0016;P2L_S1_C2.2;0015;0.9771;1.0416;0.9051
0016;P2L_S1_C3.2;0003;0.9756;1.0503;0.8853
0016;P2L_S3_C3.1;0026;0.9586;1.0222;0.8695
0016;P2L_S3_C2.2;0022;1.0313;1.0965;0.9471
0016;P2E_S1_C2.1;0027;1.0033;1.0755;0.9498
0016;P2E_S4_C1.1;0004;1.0445;1.1266;0.9400
0016;P2E_S4_C1.2;0003;1.0384;1.1354;0.9385
0016;P2L_S4_C3.2;0003;0.9914;1.0615;0.8970
0016;P1L_S2_C2;0011;1.0224;1.0855;0.9496
0016;P2L_S2_C1.1;0013;0.9988;1.0841;0.9223
0016;P1L_S2_C3;0025;0.9403;1.0194;0.8472
0016;P1E_S4_C1;0024;0.9814;1.0235;0.9438
0016;P2L_S1_C2.1;0020;1.0155;1.0623;0.9843
0016;P1E_S2_C1;0007;0.9761;1.0426;0.8840
0016;P2L_S2_C3.1;0023;0.9348;1.0260;0.8820
0016;P2E_S1_C3.1;0013;0.9762;1.0405;0.9102
0016;P2E_S1_C3.2;0015;0.9653;1.0409;0.9070
0016;P1E_S1_C3;0013;1.0013;1.0242;0.9760
0016;P1E_S2_C3;0007;0.9607;1.0122;0.9143
0016;P2L_S3_C1.1;0012;1.0449;1.0956;0.9728
0016;P2E_S3_C1.1;0019;1.0140;1.0568;0.9515
0016;P1E_S4_C3;0022;0.9893;1.0140;0.9488
0016;P2E_S4_C3.1;0018;0.9901;1.0431;0.9329
0016;P1L_S4_C1;0018;0.9841;1.0449;0.8618
0016;P1L_S1_C1;0025;0.9815;1.0283;0.9289
0016;P2E_S1_C1.1;0025;0.9730;1.0089;0.9418
0016;P2L_S4_C2.1;0024;0.9996;1.0645;0.9398
0016;P2L_S1_C1.2;0021;0.9231;1.0260;0.8578
0016;P2E_S1_C2.2;0021;0.9296;1.0115;0.8726
0016;P2E_S3_C1.2;0002;0.9604;1.0255;0.8904
0016;P1L_S1_C3;0017;0.9823;1.0174;0.9570
0016;P2L_S3_C3.2;0022;1.0363;1.0990;0.9433
0016;P2L_S1_C1.1;0012;1.0464;1.1047;1.0026
0016;P2E_S2_C2.2;0015;0.9680;1.0184;0.9188
0016;P2L_S4_C2.2;0015;0.9592;1.0366;0.8901
0017;P2E_S1_C3.2;0022;0.9490;1.0074;0.8873
0017;P2L_S2_C3.1;0030;0.9922;1.0802;0.9320
0017;P2L_S4_C3.1;0023;0.9270;0.9723;0.8691
0017;P1E_S1_C3;0023;0.9529;0.9834;0.9073
0017;P1E_S3_C1;0024;0.9172;0.9857;0.8382
0017;P2L_S2_C3.2;0015;1.0109;1.0845;0.9267
0017;P2L_S1_C2.2;0003;1.0207;1.1166;0.9364
0017;P1L_S1_C3;0027;0.9157;0.9795;0.8519
0017;P2E_S4_C1.2;0003;1.0041;1.0696;0.9441
0017;P2L_S3_C1.1;0007;1.0201;1.0967;0.9214
0017;P2E_S3_C1.1;0016;0.9908;1.0756;0.9036
0017;P2L_S2_C2.2;0003;1.0114;1.1030;0.9405
0017;P2E_S2_C2.1;0029;0.9626;1.0149;0.8992
0017;P1E_S3_C2;0020;0.9609;1.0227;0.9067
0017;P2E_S2_C1.2;0015;1.0713;1.1493;1.0195
0017;P1L_S1_C1;0015;1.0097;1.0578;0.9532
0017;P2E_S1_C2.1;0001;0.9509;1.0149;0.8950
0017;P1E_S2_C3;0014;1.0243;1.0617;0.9831
0017;P1E_S2_C2;0027;0.8786;0.9034;0.8631
0017;P2E_S2_C1.1;0013;0.9673;1.0167;0.8730
0017;P2L_S4_C2.2;0021;1.0067;1.1100;0.9080
0017;P2E_S3_C3.1;0005;0.9945;1.0535;0.9284
0017;P1L_S3_C2;0027;0.8917;0.9753;0.8062
0017;P2E_S4_C3.1;0016;1.0076;1.0760;0.9509
0017;P1L_S2_C1;0011;1.0185;1.0926;0.9558
0017;P2L_S1_C1.1;0020;0.9463;1.0468;0.8687
0017;P2L_S1_C1.2;0022;0.9525;1.0690;0.8982
0017;P2E_S1_C2.2;0003;1.0164;1.0787;0.9510
0017;P2E_S4_C1.1;0024;0.9205;0.9969;0.8626
0017;P2E_S1_C1.1;0024;0.9099;0.9258;0.8877
0017;P1L_S1_C2;0011;1.0002;1.0754;0.9373
0017;P2L_S4_C1.1;0009;0.9737;1.0419;0.9296
0017;P2L_S3_C3.2;0021;1.0149;1.0674;0.9543
0017;P2L_S1_C2.1;0026;0.9361;1.0007;0.8616
0017;P2E_S1_C1.2;0022;0.9272;0.9648;0.8792
0017;P2L_S3_C2.2;0021;1.0211;1.1103;0.9594
0017;P1L_S2_C3;0025;1.0127;1.0703;0.9700
0017;P1L_S3_C3;0004;0.9516;0.9798;0.8957
0017;P2E_S2_C3.2;0003;0.9994;1.0669;0.9323
0017;P1L_S4_C1;0018;1.0509;1.1240;0.9838
0017;P1E_S4_C3;0023;0.9155;0.9853;0.8602
0017;P2E_S2_C3.1;0025;0.9837;1.0934;0.9154
0017;P2E_S4_C2.1;0011;1.0122;1.0823;0.9553
0017;P2L_S3_C1.2;0003;1.0229;1.0875;0.9721
0017;P2L_S4_C1.2;0003;1.0061;1.1189;0.9217
0017;P2L_S4_C2.1;0025;0.9848;1.1119;0.9166
0017;P2L_S1_C3.1;0002;0.9907;1.0547;0.9451
0019;P2L_S2_C3.2;0022;0.9760;1.0599;0.9002
0019;P2E_S3_C1.2;0021;0.9556;1.0768;0.8541
0019;P2L_S4_C3.1;0010;0.9551;1.0353;0.8797
0019;P2L_S2_C1.2;0015;0.9497;1.0358;0.8716
0019;P2L_S2_C2.2;0022;0.9748;1.0542;0.9068
0019;P2L_S1_C3.1;0011;0.9206;1.0149;0.8332
0019;P1L_S2_C2;0022;1.0160;1.0625;0.9649
0019;P2E_S3_C2.2;0003;0.9992;1.0741;0.9340
0019;P1L_S1_C3;0025;0.9960;1.0282;0.9340
0019;P1E_S3_C3;0025;1.0528;1.1130;0.9869
0019;P2E_S2_C2.1;0005;1.0060;1.0922;0.9284
0019;P1L_S4_C3;0020;0.9007;0.9582;0.8450
0019;P2E_S3_C3.1;0025;1.0360;1.1128;0.9741
0019;P2E_S4_C3.2;0021;0.9614;1.0214;0.9001
0019;P2L_S4_C2.1;0028;0.9394;1.0308;0.8667
0019;P2E_S2_C2.2;0015;0.9711;1.0582;0.8263
0019;P2E_S4_C3.1;0010;0.8780;0.9569;0.8208
0019;P2L_S3_C3.2;0022;0.9482;1.0266;0.8655
0019;P2L_S1_C2.1;0025;1.0461;1.1034;0.9559
0019;P1E_S4_C1;0021;1.0039;1.0438;0.9666
0019;P2L_S1_C2.2;0015;1.0001;1.0912;0.8967
0019;P1L_S4_C1;0007;0.9769;1.0546;0.9055
0019;P1E_S2_C1;0026;0.9388;1.0182;0.8687
0019;P1L_S2_C3;0026;0.9474;0.9990;0.8983
0019;P2L_S2_C1.1;0005;0.9332;0.9944;0.8733
0019;P2E_S3_C1.1;0025;1.0405;1.1058;0.9737
0019;P2L_S4_C1.1;0012;0.9692;1.0445;0.8637
0019;P1E_S1_C1;0010;0.8759;0.9203;0.8192
0019;P2L_S2_C2.1;0016;1.0212;1.1130;0.9686
0019;P2E_S1_C1.1;0030;1.0611;1.0732;1.0510
0019;P2E_S2_C3.2;0002;0.9810;1.0620;0.8928
0019;P2L_S3_C3.1;0005;0.9142;0.9806;0.8470
0019;P1L_S1_C2;0027;0.9942;1.0725;0.9315
0019;P1L_S2_C1;0004;0.9791;1.0339;0.9234
0019;P1E_S3_C2;0014;1.0049;1.0518;0.9351
0019;P1E_S4_C2;0004;0.9547;1.0059;0.8862
0019;P2E_S2_C1.2;0021;0.9541;1.0330;0.8824
0019;P2L_S3_C1.2;0015;1.0181;1.1246;0.9511
0019;P1E_S2_C3;0023;0.9429;0.9792;0.8989
0019;P2E_S4_C2.2;0021;0.9711;1.0476;0.8934
0019;P2L_S1_C1.2;0021;0.9788;1.0581;0.9262
0019;P2E_S4_C2.1;0027;0.9833;1.0792;0.9071
0019;P2E_S1_C1.2;0002;1.0304;1.0735;0.9928
0019;P1E_S1_C2;0025;1.0349;1.0954;0.9905
0019;P2E_S3_C2.1;0001;0.9474;1.0323;0.8874
0019;P2E_S1_C2.1;0011;0.9320;1.0137;0.8668
0019;P2L_S4_C2.2;0015;0.9877;1.0977;0.8645
0019;P2E_S4_C1.2;0015;1.0335;1.1423;0.8921
0021;P1L_S1_C2;0012;1.0523;1.1363;0.9740
0021;P1L_S2_C1;0014;0.9617;1.0375;0.8745
0021;P1E_S2_C2;0020;0.9082;0.9647;0.8491
0021;P2E_S1_C1.2;0002;0.9926;1.0225;0.9452
0021;P2L_S2_C3.1;0017;0.9581;1.0438;0.8937
0021;P2E_S4_C2.1;0005;0.9705;1.0255;0.8867
0021;P2L_S1_C1.2;0015;1.0803;1.1389;1.0236
0021;P2E_S4_C2.2;0015;1.0803;1.1992;0.9638
0021;P1L_S4_C2;0020;0.9680;1.0695;0.8472
0021;P2L_S3_C1.2;0003;1.0839;1.1389;0.9980
0021;P1E_S4_C2;0024;0.9546;1.0035;0.9137
0021;P2L_S1_C2.1;0014;0.9880;1.0711;0.9225
0021;P2L_S3_C2.1;0027;1.0533;1.1556;0.9275
0021;P2L_S1_C3.1;0017;0.9569;1.0398;0.8692
0021;P2L_S3_C2.2;0022;1.0247;1.1008;0.9458
0021;P1L_S1_C3;0024;0.9681;1.0012;0.9318
0021;P2E_S2_C1.2;0015;1.0321;1.0891;0.9751
0021;P2E_S3_C1.1;0014;0.9975;1.0692;0.9289
0021;P2E_S1_C3.2;0002;0.9762;1.0557;0.9153
0021;P2E_S4_C3.1;0029;0.9877;1.0471;0.9405
0021;P2E_S1_C2.2;0002;0.9827;1.0511;0.8957
0021;P1E_S3_C1;0013;0.9577;1.0428;0.8886
0021;P2L_S1_C2.2;0003;1.0576;1.1389;0.9741
0021;P2L_S2_C3.2;0015;1.0045;1.0595;0.9269
0021;P2L_S2_C1.2;0003;1.0951;1.1430;0.9993
0021;P2L_S4_C2.1;0017;0.9466;1.0557;0.8841
0021;P2E_S4_C3.2;0002;0.9981;1.0669;0.9299
0021;P2E_S3_C3.1;0029;0.9850;1.0498;0.9393
0021;P2E_S2_C3.1;0027;1.0641;1.1426;0.9515
0021;P1L_S3_C2;0020;0.9707;1.0375;0.8849
0021;P1E_S1_C2;0012;1.0296;1.0778;0.9528
0021;P2L_S4_C3.1;0004;1.0011;1.0927;0.9216
0021;P2E_S3_C1.2;0002;0.9701;1.0460;0.9097
0021;P2L_S4_C1.2;0022;0.9943;1.0585;0.9260
0021;P2L_S3_C3.1;0011;0.9740;1.0370;0.8833
0021;P2L_S3_C3.2;0022;1.0274;1.1233;0.9342
0021;P1L_S4_C1;0017;0.9580;1.0465;0.8824
0021;P1L_S3_C3;0009;0.8607;0.9195;0.7849
0021;P1L_S2_C3;0019;1.0045;1.0651;0.9484
0021;P2L_S1_C1.1;0019;1.0220;1.0931;0.9523
0021;P2L_S3_C1.1;0016;0.9527;1.0411;0.8939
0021;P2L_S4_C2.2;0003;1.0615;1.1511;0.9877
0021;P2E_S1_C2.1;0001;0.9775;1.0497;0.8946
0021;P1E_S4_C3;0026;0.9354;0.9836;0.8915
0021;P1E_S3_C2;0010;1.0480;1.0988;1.0179
0021;P2L_S4_C1.1;0006;0.9348;1.0293;0.8331
0021;P1E_S2_C3;0005;0.9245;0.9550;0.8721
0021;P2E_S1_C3.1;0025;0.9800;1.0726;0.8982
0024;P2E_S1_C3.1;0025;0.9972;1.0519;0.9336
0024;P2L_S1_C2.1;0026;1.0035;1.0691;0.9384
0024;P1E_S2_C3;0010;0.8970;0.9435;0.8571
0024;P2L_S4_C1.1;0018;1.0099;1.0808;0.9529
0024;P2L_S2_C1.1;0029;0.9738;1.0680;0.8810
0024;P2L_S4_C3.1;0026;0.9841;1.0329;0.9283
0024;P1E_S2_C1;0011;0.9343;1.0193;0.8323
0024;P1E_S3_C3;0020;1.0361;1.0798;0.9933
0024;P2L_S3_C1.2;0022;1.0177;1.0663;0.9733
0024;P2L_S1_C2.2;0003;0.9643;1.0246;0.9059
0024;P1L_S2_C3;0018;0.9996;1.0445;0.9657
0024;P2E_S1_C1.1;0019;0.9889;1.0138;0.9559
0024;P1E_S3_C1;0009;1.0147;1.0681;0.9740
0024;P2E_S3_C3.2;0022;0.9858;1.0402;0.9453
0024;P2E_S1_C2.2;0002;0.9748;1.0306;0.8931
0024;P1E_S4_C1;0023;1.0052;1.0832;0.9153
0024;P2E_S1_C2.1;0029;0.9867;1.0416;0.9455
0024;P1L_S4_C1;0010;0.9437;0.9925;0.8798
0024;P2L_S1_C3.1;0006;0.9539;1.0281;0.8953
0024;P2E_S4_C2.2;0002;0.9598;1.0319;0.8816
0024;P2E_S2_C1.2;0022;0.9892;1.0472;0.9097
0024;P2L_S3_C3.2;0015;1.0088;1.0709;0.9269
0024;P2E_S4_C3.1;0023;0.9900;1.0295;0.9012
0024;P2E_S3_C1.2;0002;0.9656;1.0460;0.8645
0024;P2E_S4_C2.1;0018;1.0179;1.0875;0.9633
0024;P1L_S1_C1;0004;1.0024;1.0538;0.9487
0024;P2E_S3_C2.1;0009;1.0149;1.0694;0.9780
0024;P2L_S3_C2.2;0015;1.0075;1.0628;0.9403
0024;P1E_S1_C1;0018;1.0129;1.0589;0.9909
0024;P2L_S2_C3.2;0021;0.9224;0.9953;0.8696
0024;P2E_S4_C3.2;0022;0.9753;1.0251;0.9322
0024;P2L_S4_C3.2;0003;0.9748;1.0322;0.9229
0024;P2L_S1_C1.1;0018;1.0088;1.0701;0.9561
0024;P1L_S4_C2;0014;1.0870;1.1560;1.0024
0024;P2E_S3_C3.1;0018;1.0287;1.0724;0.9966
0024;P2E_S1_C1.2;0022;1.0077;1.0505;0.9719
0024;P1E_S4_C2;0007;1.0355;1.0736;0.9894
0024;P1E_S3_C2;0012;1.0439;1.0763;0.9724
0024;P2L_S4_C2.2;0015;0.9955;1.0648;0.8907
0024;P2L_S2_C2.2;0022;1.0153;1.0729;0.9337
0024;P1L_S2_C2;0010;0.9590;1.0130;0.8992
0024;P2L_S2_C1.2;0003;0.9427;1.0225;0.8741
0024;P2E_S2_C1.1;0014;1.0591;1.2006;0.9789
0024;P1L_S2_C1;0004;0.9945;1.0951;0.9446
0024;P1L_S3_C2;0027;0.9764;1.0323;0.9156
0024;P1E_S1_C2;0005;1.0289;1.0761;0.9893
0024;P1E_S2_C2;0001;0.9701;1.0059;0.9273
0024;P2E_S2_C3.2;0021;0.9210;1.0100;0.8499
0025;P1L_S1_C1;0018;0.9934;1.0644;0.9393
0025;P2E_S4_C1.1;0007;0.9549;1.0106;0.8902
0025;P2L_S2_C2.2;0003;0.9434;1.0176;0.8599
0025;P1E_S2_C1;0004;0.9947;1.0662;0.8744
0025;P2E_S1_C1.1;0020;1.0690;1.1309;1.0145
0025;P2L_S4_C3.2;0021;0.9354;1.0167;0.8601
0025;P2L_S2_C1.2;0022;1.0109;1.0790;0.9499
0025;P1E_S3_C3;0022;1.0087;1.0827;0.9785
0025;P2E_S3_C1.2;0022;1.0160;1.0618;0.9717
0025;P1E_S2_C3;0006;1.0327;1.0737;0.9530
0025;P1L_S4_C2;0022;1.0026;1.0540;0.9675
0025;P2E_S2_C2.2;0022;0.9963;1.0757;0.8835
0025;P1L_S3_C1;0010;1.0135;1.1099;0.9543
0025;P1L_S4_C3;0009;1.0149;1.0620;0.9575
0025;P2E_S4_C2.1;0007;0.9658;1.0216;0.8881
0025;P2E_S1_C2.2;0003;0.9345;1.0002;0.8407
0025;P2L_S3_C2.2;0021;0.9289;0.9955;0.8506
0025;P2L_S3_C2.1;0030;0.9252;1.0169;0.8265
0025;P2E_S3_C3.1;0028;0.8971;0.9824;0.8137
0025;P1E_S4_C2;0016;1.0042;1.0290;0.9755
0025;P1E_S2_C2;0010;0.9874;1.0346;0.9163
0025;P1L_S3_C2;0014;1.0410;1.1079;0.9644
0025;P2E_S2_C1.1;0023;1.0022;1.0770;0.9040
0025;P2E_S2_C1.2;0002;1.0008;1.0691;0.9406
0025;P2L_S3_C1.2;0015;1.0138;1.0675;0.9279
0025;P1E_S3_C2;0023;0.9718;1.0205;0.9142
0025;P2E_S3_C3.2;0002;0.9873;1.0300;0.9388
0025;P2E_S1_C2.1;0004;0.9890;1.0761;0.9166
0025;P2L_S3_C1.1;0019;1.0583;1.1254;0.9887
0025;P1E_S1_C2;0021;0.9622;1.0141;0.9152
0025;P2L_S4_C1.1;0019;1.0569;1.1138;1.0116
0025;P2L_S1_C3.1;0009;1.0215;1.0758;0.9272
0025;P1E_S1_C3;0021;0.9633;0.9977;0.9376
0025;P2L_S1_C2.2;0021;0.9245;1.0222;0.8581
0025;P2E_S2_C2.1;0012;1.0317;1.0805;0.9784
0025;P2L_S4_C2.1;0026;1.0134;1.0829;0.9602
0025;P2E_S3_C2.2;0022;1.0121;1.1060;0.9551
0025;P2E_S2_C3.2;0002;0.9870;1.0717;0.9237
0025;P2L_S1_C2.1;0030;0.9373;1.0252;0.8606
0025;P1L_S2_C3;0016;0.9905;1.0324;0.9486
0025;P1E_S1_C1;0023;0.9632;1.0331;0.9103
0025;P1L_S4_C1;0010;1.0240;1.0674;0.9670
0025;P1L_S2_C1;0011;0.9851;1.0616;0.9238
0025;P2E_S4_C1.2;0021;0.9638;1.0593;0.9049
0025;P2E_S3_C1.1;0017;0.9722;1.0879;0.8697
0025;P1L_S2_C2;0003;0.8863;0.9358;0.8358
0025;P1E_S3_C1;0020;1.0759;1.1479;1.0256
0025;P2E_S1_C3.1;0013;1.0226;1.1058;0.9513
0022;P1L_S2_C1;0016;1.0599;1.1216;0.9860
0022;P1L_S3_C1;0003;0.9949;1.0541;0.9453
0022;P2L_S4_C3.2;0021;1.0371;1.1038;0.9632
