PERSON ID;VIDEO ID;FRAME ID;COSINE DISTANCE
0017;P1E_S1_C1;00001123;0.3411
0017;P1E_S1_C1;00001124;0.3608
0017;P1E_S1_C1;00001125;0.3452
0017;P1E_S1_C1;00001126;0.3409
0017;P1E_S1_C1;00001127;0.3718
0017;P1E_S1_C1;00001128;0.3795
0017;P1E_S1_C1;00001129;0.4132
0017;P1E_S1_C1;00001130;0.4216
0017;P1E_S1_C1;00001131;0.3720
0017;P1E_S1_C1;00001132;0.3392
0017;P1E_S1_C1;00001133;0.3787
0017;P1E_S1_C1;00001134;0.3293
0017;P1E_S1_C1;00001135;0.3421
0017;P1E_S1_C1;00001136;0.3452
0017;P1E_S1_C1;00001137;0.3158
0017;P1E_S1_C1;00001138;0.2809
0017;P1E_S1_C1;00001139;0.2788
0017;P1E_S1_C1;00001140;0.2542
0017;P1E_S1_C1;00001141;0.2525
0017;P1E_S1_C1;00001142;0.2713
0017;P1E_S1_C1;00001143;0.2352
0017;P1E_S1_C1;00001144;0.2519
0017;P1E_S1_C1;00001145;0.1898
0017;P1E_S1_C1;00001146;0.2310
0017;P1E_S1_C1;00001147;0.2060
0017;P1E_S1_C1;00001148;0.2209
0017;P1E_S1_C1;00001149;0.2209
0017;P1E_S1_C1;00001150;0.1831
0017;P1E_S1_C1;00001151;0.1831
0017;P1E_S1_C1;00001152;0.1759
0017;P1E_S1_C1;00001153;0.1783
0017;P1E_S1_C1;00001154;0.1870
0017;P1E_S1_C1;00001155;0.1870
0017;P1E_S1_C1;00001156;0.1438
0017;P1E_S1_C1;00001157;0.1531
0017;P1E_S1_C1;00001158;0.1515
0017;P1E_S1_C1;00001159;0.1563
0017;P1E_S1_C1;00001160;0.1759
0017;P1E_S1_C1;00001161;0.1707
0017;P1E_S1_C1;00001162;0.1632
0017;P1E_S1_C1;00001163;0.1705
0017;P1E_S1_C1;00001164;0.1721
0017;P1E_S1_C1;00001165;0.1768
0017;P1E_S1_C1;00001166;0.1908
0017;P1E_S1_C1;00001167;0.1872
0017;P1E_S1_C1;00001168;0.1770
0017;P1E_S1_C1;00001169;0.1640
0017;P1E_S1_C1;00001170;0.1777
0017;P1E_S1_C1;00001171;0.1959
0019;P1E_S1_C1;00001298;0.3971
0019;P1E_S1_C1;00001299;0.4212
0019;P1E_S1_C1;00001300;0.3034
0019;P1E_S1_C1;00001301;0.3231
0019;P1E_S1_C1;00001302;0.3297
0019;P1E_S1_C1;00001303;0.3637
0019;P1E_S1_C1;00001304;0.2894
0019;P1E_S1_C1;00001305;0.2857
0019;P1E_S1_C1;00001306;0.2463
0019;P1E_S1_C1;00001307;0.2435
0019;P1E_S1_C1;00001308;0.2739
0019;P1E_S1_C1;00001309;0.2203
0019;P1E_S1_C1;00001310;0.2269
0019;P1E_S1_C1;00001311;0.2284
0019;P1E_S1_C1;00001312;0.1996
0019;P1E_S1_C1;00001313;0.1996
0019;P1E_S1_C1;00001314;0.1958
0019;P1E_S1_C1;00001315;0.1827
0019;P1E_S1_C1;00001316;0.2007
0019;P1E_S1_C1;00001317;0.1958
0019;P1E_S1_C1;00001318;0.1876
0019;P1E_S1_C1;00001319;0.1880
0019;P1E_S1_C1;00001320;0.1594
0019;P1E_S1_C1;00001321;0.1935
0019;P1E_S1_C1;00001322;0.1912
0019;P1E_S1_C1;00001323;0.1844
0019;P1E_S1_C1;00001324;0.1921
0019;P1E_S1_C1;00001325;0.1822
0019;P1E_S1_C1;00001326;0.1869
0019;P1E_S1_C1;00001327;0.1989
0019;P1E_S1_C1;00001328;0.1894
0019;P1E_S1_C1;00001329;0.1906
0019;P1E_S1_C1;00001330;0.2149
0019;P1E_S1_C1;00001331;0.2107
0019;P1E_S1_C1;00001332;0.2302
0019;P1E_S1_C1;00001333;0.2231
0019;P1E_S1_C1;00001334;0.2479
0019;P1E_S1_C1;00001335;0.2701
0021;P1E_S1_C1;00001446;0.4650
0021;P1E_S1_C1;00001447;0.5045
0021;P1E_S1_C1;00001448;0.4916
0021;P1E_S1_C1;00001449;0.5179
0021;P1E_S1_C1;00001450;0.4974
0021;P1E_S1_C1;00001451;0.4749
0021;P1E_S1_C1;00001452;0.4795
0021;P1E_S1_C1;00001453;0.4945
0021;P1E_S1_C1;00001454;0.5094
0021;P1E_S1_C1;00001455;0.4521
0021;P1E_S1_C1;00001456;0.4015
0021;P1E_S1_C1;00001457;0.3857
0021;P1E_S1_C1;00001458;0.3987
0021;P1E_S1_C1;00001459;0.3469
0021;P1E_S1_C1;00001460;0.3383
0021;P1E_S1_C1;00001461;0.3071
0021;P1E_S1_C1;00001462;0.3185
0021;P1E_S1_C1;00001463;0.3087
0021;P1E_S1_C1;00001464;0.2517
0021;P1E_S1_C1;00001465;0.2853
0021;P1E_S1_C1;00001466;0.2436
0021;P1E_S1_C1;00001467;0.2483
0021;P1E_S1_C1;00001468;0.2620
0021;P1E_S1_C1;00001469;0.2677
0021;P1E_S1_C1;00001470;0.2412
0021;P1E_S1_C1;00001471;0.2441
0021;P1E_S1_C1;00001472;0.2674
0021;P1E_S1_C1;00001473;0.2643
0021;P1E_S1_C1;00001474;0.2710
0021;P1E_S1_C1;00001475;0.2606
0021;P1E_S1_C1;00001476;0.2612
0021;P1E_S1_C1;00001477;0.2395
0021;P1E_S1_C1;00001478;0.2449
0021;P1E_S1_C1;00001479;0.2254
0021;P1E_S1_C1;00001480;0.2594
0021;P1E_S1_C1;00001481;0.2353
0021;P1E_S1_C1;00001482;0.2408
0021;P1E_S1_C1;00001483;0.2675
0021;P1E_S1_C1;00001484;0.2660
0021;P1E_S1_C1;00001485;0.2687
0021;P1E_S1_C1;00001486;0.2821
0021;P1E_S1_C1;00001487;0.3652
0021;P1E_S1_C1;00001488;0.3359
0024;P1E_S1_C1;00001616;0.3117
0024;P1E_S1_C1;00001617;0.2586
0024;P1E_S1_C1;00001618;0.2799
0024;P1E_S1_C1;00001619;0.2799
0024;P1E_S1_C1;00001620;0.2241
0024;P1E_S1_C1;00001621;0.2304
0024;P1E_S1_C1;00001622;0.2099
0024;P1E_S1_C1;00001623;0.2222
0024;P1E_S1_C1;00001624;0.2235
0024;P1E_S1_C1;00001625;0.2102
0024;P1E_S1_C1;00001626;0.2016
0024;P1E_S1_C1;00001627;0.2086
0024;P1E_S1_C1;00001628;0.2067
0024;P1E_S1_C1;00001629;0.2030
0024;P1E_S1_C1;00001630;0.1977
0024;P1E_S1_C1;00001631;0.2071
0024;P1E_S1_C1;00001632;0.2006
0024;P1E_S1_C1;00001633;0.2230
0024;P1E_S1_C1;00001634;0.1917
0024;P1E_S1_C1;00001635;0.2042
0024;P1E_S1_C1;00001636;0.2204
0024;P1E_S1_C1;00001637;0.1944
0024;P1E_S1_C1;00001638;0.2090
0024;P1E_S1_C1;00001639;0.2099
0024;P1E_S1_C1;00001640;0.2068
0024;P1E_S1_C1;00001641;0.2063
0024;P1E_S1_C1;00001642;0.2062
0024;P1E_S1_C1;00001643;0.1972
0024;P1E_S1_C1;00001644;0.2041
0024;P1E_S1_C1;00001645;0.2053
0024;P1E_S1_C1;00001646;0.2016
0024;P1E_S1_C1;00001647;0.2108
0024;P1E_S1_C1;00001648;0.2207
0024;P1E_S1_C1;00001649;0.2143
0024;P1E_S1_C1;00001650;0.2251
0025;P1E_S1_C1;00001777;0.2754
0025;P1E_S1_C1;00001778;0.2436
0025;P1E_S1_C1;00001779;0.2653
0025;P1E_S1_C1;00001780;0.2198
0025;P1E_S1_C1;00001781;0.2139
0025;P1E_S1_C1;00001782;0.2413
0025;P1E_S1_C1;00001783;0.2167
0025;P1E_S1_C1;00001784;0.2320
0025;P1E_S1_C1;00001785;0.2194
0025;P1E_S1_C1;00001786;0.2075
0025;P1E_S1_C1;00001787;0.1845
0025;P1E_S1_C1;00001788;0.1830
0025;P1E_S1_C1;00001789;0.1933
0025;P1E_S1_C1;00001790;0.1839
0025;P1E_S1_C1;00001791;0.1836
0025;P1E_S1_C1;00001792;0.1890
0025;P1E_S1_C1;00001793;0.1758
0025;P1E_S1_C1;00001794;0.1962
0025;P1E_S1_C1;00001795;0.1824
0025;P1E_S1_C1;00001796;0.1831
0025;P1E_S1_C1;00001797;0.1752
0025;P1E_S1_C1;00001798;0.1991
0025;P1E_S1_C1;00001799;0.1810
0025;P1E_S1_C1;00001800;0.1734
0025;P1E_S1_C1;00001801;0.1857
0025;P1E_S1_C1;00001802;0.1872
0025;P1E_S1_C1;00001803;0.1906
0025;P1E_S1_C1;00001804;0.2036
0025;P1E_S1_C1;00001805;0.2089
0025;P1E_S1_C1;00001806;0.2134
0025;P1E_S1_C1;00001807;0.2131
0025;P1E_S1_C1;00001808;0.2224
0025;P1E_S1_C1;00001809;0.2321
0025;P1E_S1_C1;00001810;0.2168
0025;P1E_S1_C1;00001811;0.2319
0025;P1E_S1_C1;00001812;0.2332
0025;P1E_S1_C1;00001813;0.2216
0025;P1E_S1_C1;00001814;0.2279
0025;P1E_S1_C1;00001815;0.2530
0025;P1E_S1_C1;00001816;0.2812
0022;P1E_S1_C1;00001943;0.2031
0022;P1E_S1_C1;00001944;0.1962
0022;P1E_S1_C1;00001945;0.2148
0022;P1E_S1_C1;00001946;0.2399
0022;P1E_S1_C1;00001947;0.2165
0022;P1E_S1_C1;00001948;0.2473
0022;P1E_S1_C1;00001949;0.2469
0022;P1E_S1_C1;00001950;0.2600
0022;P1E_S1_C1;00001951;0.2664
0022;P1E_S1_C1;00001952;0.2467
0022;P1E_S1_C1;00001953;0.2947
0022;P1E_S1_C1;00001954;0.2844
0022;P1E_S1_C1;00001955;0.2635
0022;P1E_S1_C1;00001956;0.2409
0022;P1E_S1_C1;00001957;0.2535
0022;P1E_S1_C1;00001958;0.2414
0022;P1E_S1_C1;00001959;0.2447
0022;P1E_S1_C1;00001960;0.2379
0022;P1E_S1_C1;00001961;0.2445
0022;P1E_S1_C1;00001962;0.2663
0022;P1E_S1_C1;00001963;0.2853
0023;P1E_S1_C1;00002113;0.5419
0023;P1E_S1_C1;00002114;0.5987
0023;P1E_S1_C1;00002115;0.4313
0023;P1E_S1_C1;00002116;0.4693
0023;P1E_S1_C1;00002117;0.4045
0023;P1E_S1_C1;00002118;0.3815
0023;P1E_S1_C1;00002119;0.3645
0023;P1E_S1_C1;00002120;0.3101
0023;P1E_S1_C1;00002121;0.2711
0023;P1E_S1_C1;00002122;0.2797
0023;P1E_S1_C1;00002123;0.2948
0023;P1E_S1_C1;00002124;0.2775
0023;P1E_S1_C1;00002125;0.2739
0023;P1E_S1_C1;00002126;0.2438
0023;P1E_S1_C1;00002127;0.2466
0023;P1E_S1_C1;00002128;0.2184
0023;P1E_S1_C1;00002129;0.2423
0023;P1E_S1_C1;00002130;0.2246
0023;P1E_S1_C1;00002131;0.1912
0023;P1E_S1_C1;00002132;0.2161
0023;P1E_S1_C1;00002133;0.1922
0023;P1E_S1_C1;00002134;0.1971
0023;P1E_S1_C1;00002135;0.2093
0023;P1E_S1_C1;00002136;0.2120
0023;P1E_S1_C1;00002137;0.2017
0023;P1E_S1_C1;00002138;0.2193
0023;P1E_S1_C1;00002139;0.2919
0023;P1E_S1_C1;00002140;0.2883
0023;P1E_S1_C1;00002141;0.3231
0023;P1E_S1_C1;00002142;0.3013
0023;P1E_S1_C1;00002143;0.3136
0023;P1E_S1_C1;00002144;0.3001
0018;P1E_S1_C1;00002292;0.2867
0018;P1E_S1_C1;00002293;0.2565
0018;P1E_S1_C1;00002294;0.2727
0018;P1E_S1_C1;00002295;0.2494
0018;P1E_S1_C1;00002296;0.2587
0018;P1E_S1_C1;00002297;0.2711
0018;P1E_S1_C1;00002298;0.2338
0018;P1E_S1_C1;00002299;0.2529
0018;P1E_S1_C1;00002300;0.2576
0018;P1E_S1_C1;00002301;0.2288
0018;P1E_S1_C1;00002302;0.2405
0018;P1E_S1_C1;00002303;0.2188
0018;P1E_S1_C1;00002304;0.2473
0018;P1E_S1_C1;00002305;0.2325
0018;P1E_S1_C1;00002306;0.2488
0018;P1E_S1_C1;00002307;0.2374
0018;P1E_S1_C1;00002308;0.2586
0018;P1E_S1_C1;00002309;0.2569
0018;P1E_S1_C1;00002310;0.2896
0018;P1E_S1_C1;00002311;0.2896
0018;P1E_S1_C1;00002312;0.2867
0018;P1E_S1_C1;00002313;0.2707
0018;P1E_S1_C1;00002314;0.2657
0018;P1E_S1_C1;00002315;0.2979
0018;P1E_S1_C1;00002316;0.2942
0018;P1E_S1_C1;00002317;0.3122
0018;P1E_S1_C1;00002318;0.3435
0001;P1E_S1_C1;00002453;0.4130
0001;P1E_S1_C1;00002454;0.4113
0001;P1E_S1_C1;00002455;0.4493
0001;P1E_S1_C1;00002456;0.5084
0001;P1E_S1_C1;00002457;0.4145
0001;P1E_S1_C1;00002458;0.4766
0001;P1E_S1_C1;00002459;0.5109
0001;P1E_S1_C1;00002460;0.5497
0001;P1E_S1_C1;00002461;0.5869
0001;P1E_S1_C1;00002462;0.4896
0001;P1E_S1_C1;00002463;0.4988
0001;P1E_S1_C1;00002464;0.4853
0001;P1E_S1_C1;00002465;0.4498
0001;P1E_S1_C1;00002466;0.4952
0001;P1E_S1_C1;00002467;0.4506
0001;P1E_S1_C1;00002468;0.3802
0001;P1E_S1_C1;00002469;0.3954
0001;P1E_S1_C1;00002470;0.3599
0001;P1E_S1_C1;00002471;0.3125
0001;P1E_S1_C1;00002472;0.3108
0001;P1E_S1_C1;00002473;0.2616
0001;P1E_S1_C1;00002474;0.2770
0001;P1E_S1_C1;00002475;0.2552
0001;P1E_S1_C1;00002476;0.3004
0001;P1E_S1_C1;00002477;0.2674
0001;P1E_S1_C1;00002478;0.2421
0001;P1E_S1_C1;00002479;0.2500
0001;P1E_S1_C1;00002480;0.2573
0001;P1E_S1_C1;00002481;0.2630
0001;P1E_S1_C1;00002482;0.2429
0001;P1E_S1_C1;00002483;0.2291
0001;P1E_S1_C1;00002484;0.2504
0001;P1E_S1_C1;00002485;0.2615
0001;P1E_S1_C1;00002486;0.2513
0001;P1E_S1_C1;00002487;0.2767
0001;P1E_S1_C1;00002488;0.2526
0001;P1E_S1_C1;00002489;0.2848
0001;P1E_S1_C1;00002490;0.2771
0001;P1E_S1_C1;00002491;0.2592
0001;P1E_S1_C1;00002492;0.2634
0001;P1E_S1_C1;00002493;0.2532
0001;P1E_S1_C1;00002494;0.2420
0001;P1E_S1_C1;00002495;0.2444
0001;P1E_S1_C1;00002496;0.2361
0001;P1E_S1_C1;00002497;0.2612
0001;P1E_S1_C1;00002498;0.2448
0001;P1E_S1_C1;00002499;0.2574
0001;P1E_S1_C1;00002500;0.3201
0012;P1E_S1_C1;00002627;0.4140
0012;P1E_S1_C1;00002628;0.3930
0012;P1E_S1_C1;00002629;0.4328
0012;P1E_S1_C1;00002630;0.4169
0012;P1E_S1_C1;00002631;0.4092
0012;P1E_S1_C1;00002632;0.4334
0012;P1E_S1_C1;00002633;0.4516
0012;P1E_S1_C1;00002634;0.3771
0012;P1E_S1_C1;00002635;0.3768
0012;P1E_S1_C1;00002636;0.4089
0012;P1E_S1_C1;00002637;0.3968
0012;P1E_S1_C1;00002638;0.3310
0012;P1E_S1_C1;00002639;0.3355
0012;P1E_S1_C1;00002640;0.3532
0012;P1E_S1_C1;00002641;0.3169
0012;P1E_S1_C1;00002642;0.2865
0012;P1E_S1_C1;00002643;0.3086
0012;P1E_S1_C1;00002644;0.2552
0012;P1E_S1_C1;00002645;0.2892
0012;P1E_S1_C1;00002646;0.2986
0012;P1E_S1_C1;00002647;0.3045
0012;P1E_S1_C1;00002648;0.2363
0012;P1E_S1_C1;00002649;0.2271
0012;P1E_S1_C1;00002650;0.2098
0012;P1E_S1_C1;00002651;0.2157
0012;P1E_S1_C1;00002652;0.2180
0012;P1E_S1_C1;00002653;0.2322
0012;P1E_S1_C1;00002654;0.2039
0012;P1E_S1_C1;00002655;0.1989
0012;P1E_S1_C1;00002656;0.2387
0012;P1E_S1_C1;00002657;0.2044
0012;P1E_S1_C1;00002658;0.1973
0012;P1E_S1_C1;00002659;0.1973
0012;P1E_S1_C1;00002660;0.2037
0012;P1E_S1_C1;00002661;0.2037
0012;P1E_S1_C1;00002662;0.1980
0012;P1E_S1_C1;00002663;0.1929
0012;P1E_S1_C1;00002664;0.2134
0012;P1E_S1_C1;00002665;0.2288
0012;P1E_S1_C1;00002666;0.2013
0012;P1E_S1_C1;00002667;0.2416
0012;P1E_S1_C1;00002668;0.2262
0012;P1E_S1_C1;00002669;0.2301
0012;P1E_S1_C1;00002670;0.2553
0012;P1E_S1_C1;00002671;0.2678
0010;P1E_S1_C1;00002824;0.5440
0010;P1E_S1_C1;00002825;0.4885
0010;P1E_S1_C1;00002826;0.4760
0010;P1E_S1_C1;00002827;0.4293
0010;P1E_S1_C1;00002828;0.4474
0010;P1E_S1_C1;00002829;0.3300
0010;P1E_S1_C1;00002830;0.3785
0010;P1E_S1_C1;00002831;0.4000
0010;P1E_S1_C1;00002832;0.3643
0010;P1E_S1_C1;00002833;0.3352
0010;P1E_S1_C1;00002834;0.3243
0010;P1E_S1_C1;00002835;0.3182
0010;P1E_S1_C1;00002836;0.3534
0010;P1E_S1_C1;00002837;0.2781
0010;P1E_S1_C1;00002838;0.2496
0010;P1E_S1_C1;00002839;0.2374
0010;P1E_S1_C1;00002840;0.2472
0010;P1E_S1_C1;00002841;0.2400
0010;P1E_S1_C1;00002842;0.2745
0010;P1E_S1_C1;00002843;0.2332
0010;P1E_S1_C1;00002844;0.2289
0010;P1E_S1_C1;00002845;0.2352
0010;P1E_S1_C1;00002846;0.2501
0010;P1E_S1_C1;00002847;0.1987
0010;P1E_S1_C1;00002848;0.2192
0010;P1E_S1_C1;00002849;0.1926
0010;P1E_S1_C1;00002850;0.1943
0010;P1E_S1_C1;00002851;0.2059
0010;P1E_S1_C1;00002852;0.1980
0010;P1E_S1_C1;00002853;0.1793
0010;P1E_S1_C1;00002854;0.2009
0010;P1E_S1_C1;00002855;0.1706
0010;P1E_S1_C1;00002856;0.1737
0010;P1E_S1_C1;00002857;0.1872
0010;P1E_S1_C1;00002858;0.2044
0010;P1E_S1_C1;00002859;0.1969
0010;P1E_S1_C1;00002860;0.2108
0010;P1E_S1_C1;00002861;0.2034
0010;P1E_S1_C1;00002862;0.2016
0010;P1E_S1_C1;00002863;0.2110
0010;P1E_S1_C1;00002864;0.2238
0010;P1E_S1_C1;00002865;0.2196
0010;P1E_S1_C1;00002866;0.2535
0010;P1E_S1_C1;00002867;0.2404
0010;P1E_S1_C1;00002868;0.2537
0010;P1E_S1_C1;00002869;0.2654
0010;P1E_S1_C1;00002870;0.3099
0010;P1E_S1_C1;00002871;0.3254
0006;P1E_S1_C1;00003022;0.4954
0006;P1E_S1_C1;00003023;0.4908
0006;P1E_S1_C1;00003024;0.4955
0006;P1E_S1_C1;00003025;0.5071
0006;P1E_S1_C1;00003026;0.5707
0006;P1E_S1_C1;00003027;0.5571
0006;P1E_S1_C1;00003028;0.5907
0006;P1E_S1_C1;00003029;0.5023
0006;P1E_S1_C1;00003030;0.4908
0006;P1E_S1_C1;00003031;0.5491
0006;P1E_S1_C1;00003032;0.5217
0006;P1E_S1_C1;00003033;0.4960
0006;P1E_S1_C1;00003034;0.4613
0006;P1E_S1_C1;00003035;0.4873
0006;P1E_S1_C1;00003036;0.4278
0006;P1E_S1_C1;00003037;0.3344
0006;P1E_S1_C1;00003038;0.3353
0006;P1E_S1_C1;00003039;0.2917
0006;P1E_S1_C1;00003040;0.2856
0006;P1E_S1_C1;00003041;0.3033
0006;P1E_S1_C1;00003042;0.2488
0006;P1E_S1_C1;00003043;0.2709
0006;P1E_S1_C1;00003044;0.2334
0006;P1E_S1_C1;00003045;0.2227
0006;P1E_S1_C1;00003046;0.2563
0006;P1E_S1_C1;00003047;0.2306
0006;P1E_S1_C1;00003048;0.2436
0006;P1E_S1_C1;00003049;0.2242
0006;P1E_S1_C1;00003050;0.2184
0006;P1E_S1_C1;00003051;0.2138
0006;P1E_S1_C1;00003052;0.2047
0006;P1E_S1_C1;00003053;0.2127
