PERSON ID;VIDEO ID;OTHER PERSON ID;AVG;MAX;MIN
0005;P1L_S1_C1;0004;0.5083;0.4492;0.5592
0005;P2E_S2_C3.1;0023;0.5001;0.4672;0.5363
0005;P2L_S2_C3.2;0015;0.4626;0.4204;0.5115
0005;P2E_S4_C2.1;0020;0.5228;0.4831;0.5583
0013;P2E_S3_C2.1;0027;0.4954;0.4668;0.5283
0013;P1E_S1_C3;0019;0.4945;0.4822;0.5071
0013;P2L_S4_C3.2;0003;0.5207;0.4802;0.5632
0013;P2E_S3_C1.2;0002;0.5627;0.5197;0.6235
0013;P2L_S4_C3.1;0004;0.5154;0.4768;0.5548
0013;P2L_S3_C1.2;0021;0.4970;0.4597;0.5176
0013;P2E_S4_C2.1;0011;0.5121;0.4797;0.5460
0013;P1L_S3_C2;0023;0.5388;0.5130;0.5763
0013;P2E_S4_C1.2;0015;0.5170;0.4645;0.5523
0013;P2L_S3_C2.2;0003;0.5307;0.4872;0.5656
0013;P2E_S4_C2.2;0022;0.5129;0.4688;0.5544
0013;P2L_S2_C3.2;0021;0.4990;0.4683;0.5249
0013;P1L_S4_C2;0016;0.5351;0.5091;0.5668
0013;P1E_S2_C2;0026;0.5187;0.4962;0.5509
0013;P2L_S1_C3.1;0002;0.5482;0.5091;0.5845
0013;P2L_S2_C3.1;0019;0.4661;0.4483;0.4950
0013;P1L_S1_C2;0015;0.5100;0.4829;0.5549
0013;P2L_S4_C2.2;0003;0.5161;0.4839;0.5477
0013;P1L_S3_C1;0005;0.4994;0.4700;0.5320
0013;P1L_S1_C1;0010;0.4792;0.4493;0.5048
0013;P1E_S3_C2;0004;0.5335;0.5165;0.5559
0013;P1E_S4_C2;0023;0.5216;0.4927;0.5478
0013;P1E_S4_C3;0025;0.4827;0.4496;0.5080
0013;P2L_S3_C1.1;0024;0.5364;0.4907;0.5681
0013;P2L_S2_C1.1;0012;0.5047;0.4735;0.5517
0013;P2E_S1_C3.1;0016;0.5410;0.5111;0.5761
0013;P2E_S1_C1.2;0022;0.4999;0.4757;0.5290
0013;P1L_S3_C3;0018;0.5016;0.4705;0.5287
0013;P2L_S1_C1.1;0012;0.5026;0.4711;0.5324
0013;P2L_S4_C1.2;0003;0.5269;0.4878;0.5625
0013;P1L_S1_C3;0024;0.5198;0.5026;0.5425
0013;P1L_S2_C3;0027;0.5153;0.4684;0.5417
0013;P1E_S3_C1;0005;0.5141;0.4821;0.5413
0013;P2L_S3_C2.1;0018;0.5082;0.4620;0.5388
0013;P2E_S4_C3.2;0015;0.5093;0.4722;0.5494
0013;P2E_S1_C1.1;0030;0.4945;0.4874;0.5012
0013;P2E_S1_C3.2;0003;0.5117;0.4858;0.5378
0013;P2E_S1_C2.1;0023;0.5257;0.4537;0.5789
0013;P2L_S1_C2.2;0003;0.5117;0.4723;0.5452
0013;P2L_S4_C1.1;0011;0.5106;0.4649;0.5508
0013;P2E_S2_C3.1;0011;0.5241;0.4802;0.5577
0013;P2L_S2_C2.1;0012;0.5072;0.4770;0.5518
0013;P2L_S4_C2.1;0012;0.5097;0.4758;0.5491
0013;P1E_S1_C2;0024;0.5293;0.4921;0.5497
0013;P2E_S2_C3.2;0022;0.5146;0.4704;0.5569
0013;P2E_S3_C1.1;0019;0.4816;0.4289;0.5150
0013;P2E_S4_C3.1;0011;0.5096;0.4762;0.5431
0015;P2E_S3_C3.2;0002;0.4962;0.4785;0.5181
0015;P1L_S4_C1;0020;0.4999;0.4561;0.5498
0015;P2E_S1_C1.2;0003;0.5212;0.4937;0.5514
0015;P2L_S1_C3.1;0017;0.5086;0.4679;0.5321
0015;P1E_S4_C1;0013;0.5203;0.4818;0.5771
0015;P2E_S3_C1.1;0030;0.4901;0.4606;0.5189
0015;P1E_S1_C2;0026;0.5026;0.4815;0.5241
0015;P2L_S2_C2.2;0022;0.4718;0.4383;0.5354
0015;P2E_S4_C2.2;0002;0.4870;0.4546;0.5353
0015;P2L_S2_C1.1;0029;0.4926;0.4466;0.5321
0015;P1E_S4_C2;0003;0.5380;0.5222;0.5598
0015;P2L_S3_C1.2;0003;0.5272;0.5030;0.5607
0015;P2E_S4_C1.2;0022;0.4727;0.4477;0.4985
0015;P1L_S3_C2;0009;0.5121;0.4843;0.5477
0015;P2L_S1_C1.1;0004;0.5091;0.5073;0.5114
0015;P2L_S3_C3.2;0003;0.5375;0.5007;0.5832
0015;P2E_S4_C3.1;0030;0.4968;0.4731;0.5229
0015;P2L_S2_C2.1;0012;0.5110;0.4763;0.5324
0015;P2L_S4_C1.2;0021;0.4719;0.4253;0.5022
0015;P2E_S4_C3.2;0003;0.5091;0.4879;0.5407
0015;P1E_S2_C2;0011;0.5120;0.4696;0.5342
0015;P2E_S2_C1.1;0024;0.4889;0.4597;0.5273
0015;P2L_S2_C3.1;0030;0.4998;0.4622;0.5273
0015;P1L_S4_C2;0009;0.5176;0.4866;0.5458
0015;P2E_S1_C3.2;0022;0.4752;0.4574;0.5017
0015;P1E_S3_C2;0023;0.4540;0.4335;0.5082
0015;P2L_S4_C2.2;0022;0.4748;0.4478;0.5169
0015;P2E_S2_C2.2;0002;0.4831;0.4493;0.5129
0015;P2L_S4_C1.1;0019;0.5170;0.4381;0.5659
0015;P1E_S3_C3;0001;0.5293;0.4997;0.5522
0015;P2E_S4_C2.1;0006;0.5511;0.5127;0.5820
0015;P1L_S3_C1;0004;0.5100;0.4850;0.5574
0015;P2E_S4_C1.1;0013;0.5383;0.5139;0.5750
0015;P1L_S1_C1;0007;0.5171;0.4839;0.5476
0015;P2L_S4_C3.2;0003;0.5319;0.4888;0.5746
0015;P2L_S3_C2.1;0013;0.5329;0.4944;0.5704
0015;P2E_S1_C3.1;0007;0.5276;0.4905;0.5658
0015;P2E_S3_C2.1;0027;0.5531;0.5315;0.5814
0015;P1E_S1_C1;0023;0.4610;0.4335;0.4968
0015;P2E_S1_C2.1;0026;0.5384;0.5060;0.5861
0015;P2L_S1_C3.2;0003;0.5278;0.4991;0.5615
0015;P1E_S2_C1;0013;0.5140;0.4857;0.5598
0015;P2L_S3_C3.1;0026;0.5277;0.5017;0.5530
0015;P1E_S3_C1;0019;0.5392;0.4890;0.5846
0015;P1E_S1_C3;0011;0.4856;0.4705;0.4986
0015;P2E_S2_C3.1;0012;0.5237;0.4902;0.5572
0015;P2E_S2_C2.1;0017;0.5039;0.4819;0.5400
0015;P2L_S1_C2.1;0014;0.5257;0.4749;0.5777
0016;P2E_S1_C1.2;0015;0.5238;0.4909;0.5528
0016;P2L_S3_C1.2;0015;0.5010;0.4555;0.5486
0016;P1L_S4_C2;0020;0.4902;0.4476;0.5230
0016;P2L_S2_C1.2;0022;0.4743;0.4359;0.5303
0016;P2L_S2_C2.2;0022;0.4736;0.4445;0.5200
0016;P2L_S2_C3.2;0003;0.4833;0.4538;0.5276
0016;P1L_S3_C3;0026;0.5021;0.4764;0.5291
0016;P2L_S3_C2.1;0017;0.5206;0.4911;0.5464
0016;P1L_S3_C2;0026;0.5099;0.4742;0.5352
0016;P1E_S1_C2;0022;0.5095;0.4898;0.5273
0016;P2L_S1_C2.2;0015;0.5114;0.4792;0.5474
0016;P2L_S1_C3.2;0003;0.5122;0.4748;0.5574
0016;P2L_S3_C3.1;0026;0.5207;0.4889;0.5653
0016;P2L_S3_C2.2;0022;0.4843;0.4517;0.5264
0016;P2E_S1_C2.1;0027;0.4983;0.4623;0.5251
0016;P2E_S4_C1.1;0004;0.4778;0.4367;0.5300
0016;P2E_S4_C1.2;0003;0.4808;0.4323;0.5308
0016;P2L_S4_C3.2;0003;0.5043;0.4692;0.5515
0016;P1L_S2_C2;0011;0.4888;0.4573;0.5252
0016;P2L_S2_C1.1;0013;0.5006;0.4579;0.5389
0016;P1L_S2_C3;0025;0.5298;0.4903;0.5764
0016;P1E_S4_C1;0024;0.5093;0.4882;0.5281
0016;P2L_S1_C2.1;0020;0.4922;0.4688;0.5079
0016;P1E_S2_C1;0007;0.5120;0.4787;0.5580
0016;P2L_S2_C3.1;0023;0.5326;0.4870;0.5590
0016;P2E_S1_C3.1;0013;0.5119;0.4798;0.5449
0016;P2E_S1_C3.2;0015;0.5173;0.4796;0.5465
0016;P1E_S1_C3;0013;0.4993;0.4879;0.5120
0016;P1E_S2_C3;0007;0.5196;0.4939;0.5429
0016;P2L_S3_C1.1;0012;0.4776;0.4522;0.5136
0016;P2E_S3_C1.1;0019;0.4930;0.4716;0.5242
0016;P1E_S4_C3;0022;0.5053;0.4930;0.5256
0016;P2E_S4_C3.1;0018;0.5050;0.4785;0.5335
0016;P1L_S4_C1;0018;0.5080;0.4776;0.5691
0016;P1L_S1_C1;0025;0.5092;0.4859;0.5355
0016;P2E_S1_C1.1;0025;0.5135;0.4956;0.5291
0016;P2L_S4_C2.1;0024;0.5002;0.4677;0.5301
0016;P2L_S1_C1.2;0021;0.5384;0.4870;0.5711
0016;P2E_S1_C2.2;0021;0.5352;0.4942;0.5637
0016;P2E_S3_C1.2;0002;0.5198;0.4872;0.5548
0016;P1L_S1_C3;0017;0.5089;0.4913;0.5215
0016;P2L_S3_C3.2;0022;0.4819;0.4505;0.5283
0016;P2L_S1_C1.1;0012;0.4768;0.4476;0.4987
0016;P2E_S2_C2.2;0015;0.5160;0.4908;0.5406
0016;P2L_S4_C2.2;0015;0.5204;0.4817;0.5550
0017;P2E_S1_C3.2;0022;0.5255;0.4963;0.5564
0017;P2L_S2_C3.1;0030;0.5039;0.4599;0.5340
0017;P2L_S4_C3.1;0023;0.5365;0.5138;0.5655
0017;P1E_S1_C3;0023;0.5235;0.5083;0.5464
0017;P1E_S3_C1;0024;0.5414;0.5071;0.5809
0017;P2L_S2_C3.2;0015;0.4946;0.4577;0.5367
0017;P2L_S1_C2.2;0003;0.4897;0.4417;0.5318
0017;P1L_S1_C3;0027;0.5422;0.5102;0.5740
0017;P2E_S4_C1.2;0003;0.4980;0.4652;0.5279
0017;P2L_S3_C1.1;0007;0.4899;0.4516;0.5393
0017;P2E_S3_C1.1;0016;0.5046;0.4622;0.5482
0017;P2L_S2_C2.2;0003;0.4943;0.4485;0.5297
0017;P2E_S2_C2.1;0029;0.5187;0.4926;0.5504
0017;P1E_S3_C2;0020;0.5195;0.4887;0.5467
0017;P2E_S2_C1.2;0015;0.4644;0.4254;0.4902
0017;P1L_S1_C1;0015;0.4951;0.4711;0.5234
0017;P2E_S1_C2.1;0001;0.5246;0.4926;0.5525
0017;P1E_S2_C3;0014;0.4879;0.4691;0.5085
0017;P1E_S2_C2;0027;0.5607;0.5483;0.5685
0017;P2E_S2_C1.1;0013;0.5163;0.4917;0.5635
0017;P2L_S4_C2.2;0021;0.4967;0.4450;0.5460
0017;P2E_S3_C3.1;0005;0.5028;0.4732;0.5358
0017;P1L_S3_C2;0027;0.5541;0.5124;0.5969
0017;P2E_S4_C3.1;0016;0.4962;0.4620;0.5246
0017;P1L_S2_C1;0011;0.4908;0.4537;0.5221
0017;P2L_S1_C1.1;0020;0.5269;0.4766;0.5656
0017;P2L_S1_C1.2;0022;0.5237;0.4655;0.5509
0017;P2E_S1_C2.2;0003;0.4918;0.4607;0.5245
0017;P2E_S4_C1.1;0024;0.5397;0.5015;0.5687
0017;P2E_S1_C1.1;0024;0.5451;0.5371;0.5561
0017;P1L_S1_C2;0011;0.4999;0.4623;0.5313
0017;P2L_S4_C1.1;0009;0.5131;0.4790;0.5352
0017;P2L_S3_C3.2;0021;0.4926;0.4663;0.5229
0017;P2L_S1_C2.1;0026;0.5319;0.4997;0.5692
0017;P2E_S1_C1.2;0022;0.5364;0.5176;0.5604
0017;P2L_S3_C2.2;0021;0.4895;0.4448;0.5203
0017;P1L_S2_C3;0025;0.4937;0.4648;0.5150
0017;P1L_S3_C3;0004;0.5242;0.5101;0.5521
0017;P2E_S2_C3.2;0003;0.5003;0.4666;0.5338
0017;P1L_S4_C1;0018;0.4746;0.4380;0.5081
0017;P1E_S4_C3;0023;0.5423;0.5073;0.5699
0017;P2E_S2_C3.1;0025;0.5081;0.4533;0.5423
0017;P2E_S4_C2.1;0011;0.4939;0.4588;0.5223
0017;P2L_S3_C1.2;0003;0.4886;0.4563;0.5140
0017;P2L_S4_C1.2;0003;0.4970;0.4405;0.5392
0017;P2L_S4_C2.1;0025;0.5076;0.4440;0.5417
0017;P2L_S1_C3.1;0002;0.5047;0.4727;0.5274
0019;P2L_S2_C3.2;0022;0.5120;0.4700;0.5499
0019;P2E_S3_C1.2;0021;0.5222;0.4616;0.5730
0019;P2L_S4_C3.1;0010;0.5225;0.4823;0.5601
0019;P2L_S2_C1.2;0015;0.5252;0.4821;0.5642
0019;P2L_S2_C2.2;0022;0.5126;0.4729;0.5466
0019;P2L_S1_C3.1;0011;0.5397;0.4926;0.5834
0019;P1L_S2_C2;0022;0.4920;0.4688;0.5175
0019;P2E_S3_C2.2;0003;0.5004;0.4629;0.5330
0019;P1L_S1_C3;0025;0.5020;0.4859;0.5330
0019;P1E_S3_C3;0025;0.4736;0.4435;0.5066
0019;P2E_S2_C2.1;0005;0.4970;0.4539;0.5358
0019;P1L_S4_C3;0020;0.5496;0.5209;0.5775
0019;P2E_S3_C3.1;0025;0.4820;0.4436;0.5130
0019;P2E_S4_C3.2;0021;0.5193;0.4893;0.5499
0019;P2L_S4_C2.1;0028;0.5303;0.4846;0.5666
0019;P2E_S2_C2.2;0015;0.5145;0.4709;0.5868
0019;P2E_S4_C3.1;0010;0.5610;0.5215;0.5896
0019;P2L_S3_C3.2;0022;0.5259;0.4867;0.5673
0019;P2L_S1_C2.1;0025;0.4769;0.4483;0.5221
0019;P1E_S4_C1;0021;0.4980;0.4781;0.5167
0019;P2L_S1_C2.2;0015;0.5000;0.4544;0.5516
0019;P1L_S4_C1;0007;0.5115;0.4727;0.5473
0019;P1E_S2_C1;0026;0.5306;0.4909;0.5656
0019;P1L_S2_C3;0026;0.5263;0.5005;0.5509
0019;P2L_S2_C1.1;0005;0.5334;0.5028;0.5634
0019;P2E_S3_C1.1;0025;0.4798;0.4471;0.5131
0019;P2L_S4_C1.1;0012;0.5154;0.4778;0.5681
0019;P1E_S1_C1;0010;0.5620;0.5398;0.5904
0019;P2L_S2_C2.1;0016;0.4894;0.4435;0.5157
0019;P2E_S1_C1.1;0030;0.4695;0.4634;0.4745
0019;P2E_S2_C3.2;0002;0.5095;0.4690;0.5536
0019;P2L_S3_C3.1;0005;0.5429;0.5097;0.5765
0019;P1L_S1_C2;0027;0.5029;0.4637;0.5343
0019;P1L_S2_C1;0004;0.5105;0.4830;0.5383
0019;P1E_S3_C2;0014;0.4976;0.4741;0.5324
0019;P1E_S4_C2;0004;0.5227;0.4970;0.5569
0019;P2E_S2_C1.2;0021;0.5230;0.4835;0.5588
0019;P2L_S3_C1.2;0015;0.4909;0.4377;0.5245
0019;P1E_S2_C3;0023;0.5286;0.5104;0.5505
0019;P2E_S4_C2.2;0021;0.5145;0.4762;0.5533
0019;P2L_S1_C1.2;0021;0.5106;0.4709;0.5369
0019;P2E_S4_C2.1;0027;0.5084;0.4604;0.5464
0019;P2E_S1_C1.2;0002;0.4848;0.4633;0.5036
0019;P1E_S1_C2;0025;0.4826;0.4523;0.5048
0019;P2E_S3_C2.1;0001;0.5263;0.4839;0.5563
0019;P2E_S1_C2.1;0011;0.5340;0.4931;0.5666
0019;P2L_S4_C2.2;0015;0.5061;0.4512;0.5677
0019;P2E_S4_C1.2;0015;0.4832;0.4288;0.5539
0021;P1L_S1_C2;0012;0.4738;0.4318;0.5130
0021;P1L_S2_C1;0014;0.5192;0.4812;0.5627
0021;P1E_S2_C2;0020;0.5459;0.5176;0.5755
0021;P2E_S1_C1.2;0002;0.5037;0.4888;0.5274
0021;P2L_S2_C3.1;0017;0.5210;0.4781;0.5532
0021;P2E_S4_C2.1;0005;0.5148;0.4872;0.5566
0021;P2L_S1_C1.2;0015;0.4598;0.4305;0.4882
0021;P2E_S4_C2.2;0015;0.4598;0.4004;0.5181
0021;P1L_S4_C2;0020;0.5160;0.4653;0.5764
0021;P2L_S3_C1.2;0003;0.4580;0.4305;0.5010
0021;P1E_S4_C2;0024;0.5227;0.4982;0.5432
0021;P2L_S1_C2.1;0014;0.5060;0.4645;0.5388
0021;P2L_S3_C2.1;0027;0.4734;0.4222;0.5363
0021;P2L_S1_C3.1;0017;0.5215;0.4801;0.5654
0021;P2L_S3_C2.2;0022;0.4877;0.4496;0.5271
0021;P1L_S1_C3;0024;0.5160;0.4994;0.5341
0021;P2E_S2_C1.2;0015;0.4839;0.4555;0.5125
0021;P2E_S3_C1.1;0014;0.5012;0.4654;0.5355
0021;P2E_S1_C3.2;0002;0.5119;0.4721;0.5423
0021;P2E_S4_C3.1;0029;0.5061;0.4765;0.5297
0021;P2E_S1_C2.2;0002;0.5087;0.4745;0.5521
0021;P1E_S3_C1;0013;0.5212;0.4786;0.5557
0021;P2L_S1_C2.2;0003;0.4712;0.4305;0.5130
0021;P2L_S2_C3.2;0015;0.4978;0.4702;0.5366
0021;P2L_S2_C1.2;0003;0.4525;0.4285;0.5004
0021;P2L_S4_C2.1;0017;0.5267;0.4721;0.5579
0021;P2E_S4_C3.2;0002;0.5010;0.4666;0.5351
0021;P2E_S3_C3.1;0029;0.5075;0.4751;0.5303
0021;P2E_S2_C3.1;0027;0.4679;0.4287;0.5242
0021;P1L_S3_C2;0020;0.5147;0.4812;0.5575
0021;P1E_S1_C2;0012;0.4852;0.4611;0.5236
0021;P2L_S4_C3.1;0004;0.4994;0.4536;0.5392
0021;P2E_S3_C1.2;0002;0.5150;0.4770;0.5452
0021;P2L_S4_C1.2;0022;0.5029;0.4708;0.5370
0021;P2L_S3_C3.1;0011;0.5130;0.4815;0.5584
0021;P2L_S3_C3.2;0022;0.4863;0.4384;0.5329
0021;P1L_S4_C1;0017;0.5210;0.4768;0.5588
0021;P1L_S3_C3;0009;0.5696;0.5403;0.6076
0021;P1L_S2_C3;0019;0.4978;0.4675;0.5258
0021;P2L_S1_C1.1;0019;0.4890;0.4535;0.5238
0021;P2L_S3_C1.1;0016;0.5236;0.4795;0.5531
0021;P2L_S4_C2.2;0003;0.4692;0.4244;0.5061
0021;P2E_S1_C2.1;0001;0.5112;0.4751;0.5527
0021;P1E_S4_C3;0026;0.5323;0.5082;0.5543
0021;P1E_S3_C2;0010;0.4760;0.4506;0.4910
0021;P2L_S4_C1.1;0006;0.5326;0.4853;0.5835
0021;P1E_S2_C3;0005;0.5377;0.5225;0.5639
0021;P2E_S1_C3.1;0025;0.5100;0.4637;0.5509
0024;P2E_S1_C3.1;0025;0.5014;0.4740;0.5332
0024;P2L_S1_C2.1;0026;0.4982;0.4655;0.5308
0024;P1E_S2_C3;0010;0.5515;0.5282;0.5715
0024;P2L_S4_C1.1;0018;0.4950;0.4596;0.5235
0024;P2L_S2_C1.1;0029;0.5131;0.4660;0.5595
0024;P2L_S4_C3.1;0026;0.5080;0.4836;0.5358
0024;P1E_S2_C1;0011;0.5329;0.4903;0.5838
0024;P1E_S3_C3;0020;0.4819;0.4601;0.5033
0024;P2L_S3_C1.2;0022;0.4911;0.4668;0.5133
0024;P2L_S1_C2.2;0003;0.5178;0.4877;0.5471
0024;P1L_S2_C3;0018;0.5002;0.4778;0.5171
0024;P2E_S1_C1.1;0019;0.5055;0.4931;0.5221
0024;P1E_S3_C1;0009;0.4927;0.4659;0.5130
0024;P2E_S3_C3.2;0022;0.5071;0.4799;0.5273
0024;P2E_S1_C2.2;0002;0.5126;0.4847;0.5534
0024;P1E_S4_C1;0023;0.4974;0.4584;0.5423
0024;P2E_S1_C2.1;0029;0.5067;0.4792;0.5272
0024;P1L_S4_C1;0010;0.5282;0.5037;0.5601
0024;P2L_S1_C3.1;0006;0.5231;0.4859;0.5524
0024;P2E_S4_C2.2;0002;0.5201;0.4840;0.5592
0024;P2E_S2_C1.2;0022;0.5054;0.4764;0.5452
0024;P2L_S3_C3.2;0015;0.4956;0.4646;0.5366
0024;P2E_S4_C3.1;0023;0.5050;0.4852;0.5494
0024;P2E_S3_C1.2;0002;0.5172;0.4770;0.5677
0024;P2E_S4_C2.1;0018;0.4910;0.4563;0.5183
0024;P1L_S1_C1;0004;0.4988;0.4731;0.5256
0024;P2E_S3_C2.1;0009;0.4926;0.4653;0.5110
0024;P2L_S3_C2.2;0015;0.4962;0.4686;0.5298
0024;P1E_S1_C1;0018;0.4936;0.4706;0.5046
0024;P2L_S2_C3.2;0021;0.5388;0.5024;0.5652
0024;P2E_S4_C3.2;0022;0.5124;0.4875;0.5339
0024;P2L_S4_C3.2;0003;0.5126;0.4839;0.5385
0024;P2L_S1_C1.1;0018;0.4956;0.4649;0.5220
0024;P1L_S4_C2;0014;0.4565;0.4220;0.4988
0024;P2E_S3_C3.1;0018;0.4857;0.4638;0.5017
0024;P2E_S1_C1.2;0022;0.4961;0.4748;0.5141
0024;P1E_S4_C2;0007;0.4822;0.4632;0.5053
0024;P1E_S3_C2;0012;0.4780;0.4618;0.5138
0024;P2L_S4_C2.2;0015;0.5022;0.4676;0.5546
0024;P2L_S2_C2.2;0022;0.4923;0.4636;0.5332
0024;P1L_S2_C2;0010;0.5205;0.4935;0.5504
0024;P2L_S2_C1.2;0003;0.5287;0.4888;0.5630
0024;P2E_S2_C1.1;0014;0.4705;0.3997;0.5106
0024;P1L_S2_C1;0004;0.5028;0.4525;0.5277
0024;P1L_S3_C2;0027;0.5118;0.4839;0.5422
0024;P1E_S1_C2;0005;0.4856;0.4619;0.5053
0024;P1E_S2_C2;0001;0.5150;0.4970;0.5363
0024;P2E_S2_C3.2;0021;0.5395;0.4950;0.5751
0025;P1L_S1_C1;0018;0.5033;0.4678;0.5303
0025;P2E_S4_C1.1;0007;0.5226;0.4947;0.5549
0025;P2L_S2_C2.2;0003;0.5283;0.4912;0.5700
0025;P1E_S2_C1;0004;0.5027;0.4669;0.5628
0025;P2E_S1_C1.1;0020;0.4655;0.4345;0.4928
0025;P2L_S4_C3.2;0021;0.5323;0.4917;0.5699
0025;P2L_S2_C1.2;0022;0.4946;0.4605;0.5251
0025;P1E_S3_C3;0022;0.4957;0.4587;0.5108
0025;P2E_S3_C1.2;0022;0.4920;0.4691;0.5141
0025;P1E_S2_C3;0006;0.4837;0.4631;0.5235
0025;P1L_S4_C2;0022;0.4987;0.4730;0.5162
0025;P2E_S2_C2.2;0022;0.5019;0.4621;0.5583
0025;P1L_S3_C1;0010;0.4932;0.4450;0.5229
0025;P1L_S4_C3;0009;0.4926;0.4690;0.5212
0025;P2E_S4_C2.1;0007;0.5171;0.4892;0.5559
0025;P2E_S1_C2.2;0003;0.5328;0.4999;0.5796
0025;P2L_S3_C2.2;0021;0.5355;0.5022;0.5747
0025;P2L_S3_C2.1;0030;0.5374;0.4916;0.5867
0025;P2E_S3_C3.1;0028;0.5514;0.5088;0.5932
0025;P1E_S4_C2;0016;0.4979;0.4855;0.5122
0025;P1E_S2_C2;0010;0.5063;0.4827;0.5418
0025;P1L_S3_C2;0014;0.4795;0.4460;0.5178
0025;P2E_S2_C1.1;0023;0.4989;0.4615;0.5480
0025;P2E_S2_C1.2;0002;0.4996;0.4655;0.5297
0025;P2L_S3_C1.2;0015;0.4931;0.4663;0.5361
0025;P1E_S3_C2;0023;0.5141;0.4898;0.5429
0025;P2E_S3_C3.2;0002;0.5064;0.4850;0.5306
0025;P2E_S1_C2.1;0004;0.5055;0.4619;0.5417
0025;P2L_S3_C1.1;0019;0.4708;0.4373;0.5056
0025;P1E_S1_C2;0021;0.5189;0.4929;0.5424
0025;P2L_S4_C1.1;0019;0.4716;0.4431;0.4942
0025;P2L_S1_C3.1;0009;0.4892;0.4621;0.5364
0025;P1E_S1_C3;0021;0.5183;0.5011;0.5312
0025;P2L_S1_C2.2;0021;0.5377;0.4889;0.5710
0025;P2E_S2_C2.1;0012;0.4841;0.4597;0.5108
0025;P2L_S4_C2.1;0026;0.4933;0.4586;0.5199
0025;P2E_S3_C2.2;0022;0.4940;0.4470;0.5225
0025;P2E_S2_C3.2;0002;0.5065;0.4641;0.5382
0025;P2L_S1_C2.1;0030;0.5313;0.4874;0.5697
0025;P1L_S2_C3;0016;0.5048;0.4838;0.5257
0025;P1E_S1_C1;0023;0.5184;0.4835;0.5449
0025;P1L_S4_C1;0010;0.4880;0.4663;0.5165
0025;P1L_S2_C1;0011;0.5074;0.4692;0.5381
0025;P2E_S4_C1.2;0021;0.5181;0.4704;0.5475
0025;P2E_S3_C1.1;0017;0.5139;0.4560;0.5652
0025;P1L_S2_C2;0003;0.5569;0.5321;0.5821
0025;P1E_S3_C1;0020;0.4620;0.4261;0.4872
0025;P2E_S1_C3.1;0013;0.4887;0.4471;0.5243
0022;P1L_S2_C1;0016;0.4700;0.4392;0.5070
0022;P1L_S3_C1;0003;0.5026;0.4729;0.5273
0022;P2L_S4_C3.2;0021;0.4815;0.4481;0.5184
