PERSON ID;VIDEO ID;FRAME ID;OTHER PERSON ID;COSINE DISTANCE
0005;P2L_S2_C1.1;00001490;0024;0.9918927596881986
0005;P2L_S2_C1.1;00001491;0024;1.0115963947027922
0005;P2L_S2_C1.1;00001492;0024;1.0012350748293102
0005;P2L_S2_C1.1;00001493;0024;0.9561682268977165
0005;P2L_S2_C1.1;00001494;0024;0.9416232742369175
0005;P2L_S2_C1.1;00001495;0024;0.9552629180252552
0005;P2L_S2_C1.1;00001496;0024;0.9317731335759163
0005;P2L_S2_C1.1;00001497;0024;0.9399157129228115
0005;P2L_S2_C1.1;00001498;0024;0.9222228452563286
0005;P2L_S2_C1.1;00001499;0024;0.9406462907791138
0005;P2L_S2_C1.1;00001500;0024;0.9209812879562378
0005;P2L_S2_C1.1;00001501;0024;0.9817739594727755
0005;P2L_S2_C1.1;00001502;0024;1.0089617650955915
0005;P2L_S2_C1.1;00001503;0024;0.9757462907582521
0005;P2L_S2_C1.1;00001504;0024;0.9601850062608719
0005;P2L_S2_C1.1;00001505;0024;0.9732477776706219
0005;P2L_S2_C1.1;00001506;0024;0.997694575926289
0005;P2L_S2_C1.1;00001507;0024;0.9609049968421459
0005;P2L_S2_C1.1;00001508;0024;0.9789991211146116
0005;P2L_S2_C1.1;00001509;0024;0.986581620760262
0005;P2L_S2_C1.1;00001510;0024;1.0607463084161282
0005;P2L_S2_C1.1;00001511;0024;1.0465040802955627
0005;P2L_S2_C1.1;00001512;0024;1.0335294716060162
0005;P2L_S2_C1.1;00001513;0024;1.0200055204331875
0005;P2L_S2_C1.1;00001514;0024;1.0123054552823305
0005;P2L_S2_C1.1;00001515;0024;1.016497302800417
0005;P2L_S2_C1.1;00001516;0024;1.0059344386681914
0005;P2L_S2_C1.1;00001517;0024;0.9941832209005952
0005;P2L_S2_C1.1;00001518;0024;0.988160302862525
0005;P2L_S2_C1.1;00001519;0024;0.9483582004904747
0005;P2L_S2_C1.1;00001520;0024;0.970341807231307
0005;P2L_S2_C1.1;00001521;0024;0.9705534093081951
0005;P2L_S2_C1.1;00001522;0024;0.9630980938673019
0005;P2L_S2_C1.1;00001523;0024;0.9920031353831291
0005;P2L_S4_C1.2;00000765;0015;1.1348240375518799
0005;P2L_S4_C1.2;00000766;0015;1.0322520397603512
0005;P2L_S4_C1.2;00000767;0015;1.0542568899691105
0005;P2L_S4_C1.2;00000768;0015;1.0574799627065659
0005;P2L_S4_C1.2;00000769;0015;1.077131174504757
0005;P2L_S4_C1.2;00000770;0015;1.031927864998579
0005;P2L_S4_C1.2;00000771;0015;1.095763273537159
0005;P2L_S4_C1.2;00000772;0015;1.0625806003808975
0005;P2L_S4_C1.2;00000773;0015;1.1222124099731445
0005;P2L_S4_C1.2;00000774;0015;1.0769854038953781
0005;P2L_S4_C1.2;00000775;0015;1.151815876364708
0005;P2L_S4_C1.2;00000776;0015;1.1540628969669342
0005;P2L_S4_C1.2;00000777;0015;1.1509553492069244
0005;P2L_S4_C1.2;00000778;0015;1.1423662155866623
0005;P2L_S4_C1.2;00000779;0015;1.039065383374691
0005;P2L_S4_C1.2;00000780;0015;1.1017596274614334
0005;P2L_S4_C1.2;00000781;0015;1.0725640878081322
0005;P2L_S4_C1.2;00000782;0015;0.9863564558327198
0005;P2L_S4_C1.2;00000783;0015;1.138162687420845
0005;P2L_S4_C1.2;00000784;0015;1.123948521912098
0005;P2L_S4_C1.2;00000785;0015;1.1482245326042175
0005;P2L_S4_C1.2;00000786;0015;1.1634979099035263
0005;P2L_S4_C1.2;00000787;0015;1.2085179388523102
0005;P2L_S4_C1.2;00000788;0015;1.1402254700660706
0005;P2L_S4_C1.2;00000789;0015;1.1605620384216309
0005;P2L_S4_C1.2;00000790;0015;1.109679788351059
0005;P2L_S4_C1.2;00000791;0015;1.15146866440773
0005;P2L_S4_C1.2;00000792;0015;1.1286558508872986
0005;P2L_S4_C1.2;00000793;0015;1.0915216207504272
0005;P2L_S4_C1.2;00000794;0015;1.0855787992477417
0005;P2L_S4_C1.2;00000795;0015;1.1037965342402458
0005;P2L_S4_C1.2;00000796;0015;1.0755491629242897
0005;P2L_S4_C1.2;00000797;0015;1.0419544763863087
0005;P2L_S4_C1.2;00000798;0015;1.0720410868525505
0005;P2L_S4_C1.2;00000799;0015;1.0639606192708015
0005;P2L_S4_C1.2;00000800;0015;1.082502655684948
0005;P2L_S4_C1.2;00000801;0015;1.0704926922917366
0005;P2L_S4_C1.2;00000802;0015;1.0986967608332634
0005;P2L_S4_C1.2;00000803;0015;1.0913185849785805
0005;P2L_S4_C1.2;00000804;0015;1.1189891993999481
0005;P2L_S4_C1.2;00000805;0015;1.1155209764838219
0005;P2L_S4_C1.2;00000806;0015;1.0689082965254784
0005;P2L_S4_C1.2;00000807;0015;1.0892063528299332
0005;P2L_S4_C1.2;00000808;0015;1.0978301912546158
0005;P2L_S4_C1.2;00000809;0015;1.1268476843833923
0005;P2L_S4_C1.2;00000810;0015;1.1034973338246346
0005;P2L_S4_C1.2;00000811;0015;1.1295229196548462
0005;P2L_S4_C1.2;00000812;0015;1.1034977957606316
0005;P2L_S4_C1.2;00000813;0015;1.097719706594944
0005;P2L_S4_C1.2;00000814;0015;1.1321464627981186
0005;P2L_S4_C1.2;00000815;0015;1.131926491856575
0005;P2L_S4_C1.2;00000816;0015;1.0752766728401184
0005;P2L_S4_C1.2;00000817;0015;1.1021058335900307
0005;P2L_S4_C1.2;00000818;0015;1.0536847971379757
0005;P2L_S4_C1.2;00000819;0015;1.0536847971379757
0005;P2L_S4_C1.2;00000820;0015;1.053980965167284
0005;P2L_S4_C1.2;00000821;0015;1.0467043928802013
0005;P2L_S4_C1.2;00000822;0015;1.0276516284793615
0005;P2L_S4_C1.2;00000823;0015;1.0276516284793615
0005;P2L_S4_C1.2;00000824;0015;1.0370706021785736
0005;P2L_S4_C1.2;00000825;0015;1.0313813015818596
0005;P2L_S4_C1.2;00000826;0015;1.0313813015818596
0005;P2L_S4_C1.2;00000827;0015;1.0461571887135506
0005;P2L_S4_C1.2;00000828;0015;1.069612056016922
0005;P2L_S4_C1.2;00000829;0015;1.0913970991969109
0005;P2L_S3_C1.2;00000805;0022;0.962076548486948
0005;P2L_S3_C1.2;00000806;0022;0.962076548486948
0005;P2L_S3_C1.2;00000807;0022;0.9089969918131828
0005;P2L_S3_C1.2;00000808;0022;0.9089969918131828
0005;P2L_S3_C1.2;00000809;0022;0.9225793406367302
0005;P2L_S3_C1.2;00000810;0022;0.8911639600992203
0005;P2L_S3_C1.2;00000811;0022;0.8896455466747284
0005;P2L_S3_C1.2;00000812;0022;0.8896455466747284
0005;P2L_S3_C1.2;00000813;0022;0.8944321647286415
0005;P2L_S3_C1.2;00000814;0022;0.9309301599860191
0005;P2L_S3_C1.2;00000815;0022;0.9080233871936798
0005;P2L_S3_C1.2;00000816;0022;0.9495049752295017
0005;P2L_S3_C1.2;00000817;0022;0.9531023539602757
0005;P2L_S3_C1.2;00000818;0022;1.006936582736671
0005;P2L_S3_C1.2;00000819;0022;0.9803994838148355
0005;P2L_S3_C1.2;00000820;0022;0.9860572023317218
0005;P2L_S3_C1.2;00000821;0022;0.949682641774416
0005;P2L_S3_C1.2;00000822;0022;0.8989263102412224
0005;P2L_S3_C1.2;00000823;0022;0.93413245677948
0005;P2L_S3_C1.2;00000824;0022;0.9223711267113686
0005;P2L_S3_C1.2;00000825;0022;0.9140785858035088
0005;P2L_S3_C1.2;00000826;0022;0.909099668264389
0005;P2L_S3_C1.2;00000827;0022;0.9188178405165672
0005;P2L_S3_C1.2;00000828;0022;0.8845511302351952
0005;P2L_S3_C1.2;00000829;0022;0.9536108858883381
0005;P2L_S3_C1.2;00000830;0022;0.9293946400284767
0005;P2L_S3_C1.2;00000831;0022;0.9219194203615189
0005;P2L_S3_C1.2;00000832;0022;0.9901797194033861
0005;P2L_S3_C1.2;00000833;0022;0.9120108336210251
0005;P2L_S3_C1.2;00000834;0022;0.9572061449289322
0005;P2L_S3_C1.2;00000835;0022;0.9630633443593979
0005;P2L_S3_C1.2;00000836;0022;0.9573370777070522
0005;P2L_S3_C1.2;00000837;0022;0.948990561068058
0005;P2L_S3_C1.2;00000838;0022;0.9850868182256818
0005;P2L_S3_C1.2;00000839;0022;0.9488909021019936
0005;P2L_S3_C1.2;00000840;0022;0.8859740197658539
0005;P2L_S4_C1.1;00004168;0030;1.0054843570105731
0005;P2L_S4_C1.1;00004169;0030;1.003531733294949
0005;P2L_S4_C1.1;00004170;0030;0.9521233402192593
0005;P2L_S4_C1.1;00004171;0030;1.0155584402382374
0005;P2L_S4_C1.1;00004172;0030;1.0211373381316662
0005;P2L_S4_C1.1;00004173;0030;0.9670604951679707
0005;P2L_S4_C1.1;00004174;0030;0.9689067043364048
0005;P2L_S4_C1.1;00004175;0030;0.9705215934664011
0005;P2L_S4_C1.1;00004176;0030;0.9980962784029543
0005;P2L_S4_C1.1;00004177;0030;0.9907420463860035
0005;P2L_S4_C1.1;00004178;0030;0.9899838054552674
0005;P2L_S4_C1.1;00004179;0030;0.9938023234717548
0005;P2L_S4_C1.1;00004180;0030;0.9861679375171661
0005;P2L_S4_C1.1;00004181;0030;0.9332934319972992
0005;P2L_S4_C1.1;00004182;0030;0.9688291698694229
0005;P2L_S4_C1.1;00004183;0030;0.9362239167094231
0005;P2L_S4_C1.1;00004184;0030;0.973226161673665
0005;P2L_S4_C1.1;00004185;0030;1.0030156921129674
0005;P2L_S4_C1.1;00004186;0030;0.9481592662632465
0005;P2L_S4_C1.1;00004187;0030;0.9476700685918331
0005;P2L_S4_C1.1;00004188;0030;0.9806967005133629
0005;P2L_S4_C1.1;00004189;0030;0.9938771980814636
0005;P2L_S4_C1.1;00004190;0030;0.9645467884838581
0005;P2L_S4_C1.1;00004191;0030;0.9441598355770111
0005;P2L_S4_C1.1;00004192;0030;0.9441598355770111
0005;P2L_S4_C1.1;00004193;0030;0.9353354871273041
0005;P2L_S4_C1.1;00004194;0030;0.9359584301710129
0005;P2L_S4_C1.1;00004195;0030;0.9359584301710129
0005;P2L_S4_C1.1;00004196;0030;0.9377695396542549
0005;P2L_S4_C1.1;00004197;0030;0.9480551816523075
0005;P2L_S4_C1.1;00004198;0030;0.9335543215274811
0005;P2L_S4_C1.1;00004199;0030;0.9314737245440483
0005;P2L_S4_C1.1;00004200;0030;0.9856931371614337
0005;P2L_S4_C1.1;00004201;0030;0.9856931371614337
0005;P2L_S4_C1.1;00004202;0030;0.9736912865191698
0005;P2L_S4_C1.1;00004203;0030;0.9682395756244659
0005;P2L_S4_C1.1;00004204;0030;1.0018808698514476
0005;P2L_S4_C1.1;00004205;0030;1.0137598058208823
0005;P2L_S4_C1.1;00004206;0030;1.0181855764240026
0005;P2L_S4_C1.1;00004207;0030;1.0335799530148506
0005;P2L_S4_C1.1;00004208;0030;1.0124510964378715
0005;P2L_S4_C1.1;00004209;0030;1.0312063172459602
0005;P2L_S4_C1.1;00004210;0030;1.0107518332079053
0005;P2L_S4_C1.1;00004211;0030;1.0154245756566525
0005;P2L_S4_C1.1;00004212;0030;1.0480434447526932
0005;P2L_S4_C1.1;00004213;0030;1.01734315790236
0005;P2L_S4_C1.1;00004214;0030;1.055703118443489
0005;P2L_S4_C1.1;00004215;0030;1.0672857612371445
0005;P2L_S4_C1.1;00004216;0030;1.0934910252690315
0005;P2L_S4_C1.1;00004217;0030;1.075630098581314
0005;P2L_S4_C1.1;00004218;0030;1.0380097962915897
0005;P2L_S4_C1.1;00004219;0030;1.0154097080230713
0005;P2L_S4_C1.1;00004220;0030;1.0107051506638527
0005;P2L_S4_C1.1;00004221;0030;1.03836939483881
0005;P2L_S4_C1.1;00004222;0030;1.0283629652112722
0005;P2L_S4_C1.1;00004223;0030;1.013670708052814
0005;P2L_S4_C1.1;00004224;0030;1.0145058715716004
0005;P2L_S4_C1.1;00004225;0030;1.005350295919925
0005;P2L_S4_C1.1;00004226;0030;1.0134799154475331
0005;P2L_S4_C1.1;00004227;0030;1.0031800656579435
0005;P2L_S4_C1.1;00004228;0030;1.0063179740682244
0005;P2L_S4_C1.1;00004229;0030;1.0145351439714432
0005;P2L_S4_C1.1;00004230;0030;1.0062851016409695
0005;P2L_S4_C1.1;00004231;0030;1.0060466304421425
0005;P2L_S4_C1.1;00004232;0030;0.9965610990766436
0005;P2L_S4_C1.1;00004233;0030;0.9816030021756887
0005;P2L_S4_C1.1;00004234;0030;1.002662560902536
0005;P2L_S4_C1.1;00004235;0030;0.9947493826039135
0005;P2L_S4_C1.1;00004236;0030;0.9892166098579764
0005;P2L_S4_C1.1;00004237;0030;1.0303123462945223
0005;P2L_S4_C1.1;00004238;0030;0.9932984709739685
0005;P2L_S4_C1.1;00004239;0030;1.0112950606271625
0005;P2L_S4_C1.1;00004240;0030;1.0022853226400912
0005;P2L_S4_C1.1;00004241;0030;0.9998341274767881
0005;P1L_S3_C2;00001474;0021;1.0053892293944955
0005;P1L_S3_C2;00001475;0021;1.0211075507104397
0005;P1L_S3_C2;00001476;0021;1.0279787871986628
0005;P1L_S3_C2;00001477;0021;1.0016190907917917
0005;P1L_S3_C2;00001478;0021;0.9796317797154188
0005;P1L_S3_C2;00001479;0021;1.0323345959186554
0005;P1L_S3_C2;00001480;0021;0.9928455050103366
0005;P1L_S3_C2;00001481;0021;0.9926566621288657
0005;P1L_S3_C2;00001482;0021;1.0038702830206603
0005;P1L_S3_C2;00001483;0021;1.0112132411450148
0005;P1L_S3_C2;00001484;0021;1.0305147878825665
0005;P1L_S3_C2;00001485;0021;1.0321922078728676
0005;P1L_S3_C2;00001486;0021;0.9962137644179165
0005;P1L_S3_C2;00001487;0021;0.9681489132344723
0005;P1L_S3_C2;00001488;0021;0.9992897330666892
0005;P1L_S3_C2;00001489;0021;0.9510072991251945
0005;P1L_S3_C2;00001490;0021;0.9711328595876694
0005;P1L_S3_C2;00001491;0021;0.9726278763264418
0005;P1L_S3_C2;00001492;0021;0.9559344500303268
0005;P1L_S3_C2;00001493;0021;0.9268457219004631
0005;P1L_S3_C2;00001494;0021;0.976371493190527
0005;P1L_S3_C2;00001495;0021;0.9658693261444569
0005;P1L_S3_C2;00001496;0021;0.9482228234410286
0005;P1L_S3_C2;00001497;0021;0.9260238409042358
0005;P1L_S3_C2;00001498;0021;0.9727026578038931
0005;P1L_S3_C2;00001499;0021;0.9755774438381195
0005;P1L_S3_C2;00001500;0021;0.9171431884169579
0005;P1L_S3_C2;00001501;0021;0.9435720108449459
0005;P1L_S3_C2;00001502;0021;0.9138122722506523
0005;P1L_S3_C2;00001503;0021;0.9136794805526733
0005;P1L_S3_C2;00001504;0021;0.9376572668552399
0005;P1L_S3_C2;00001505;0021;0.9403680190443993
0005;P1L_S3_C2;00001506;0021;0.9254924580454826
0005;P1L_S3_C2;00001507;0021;0.9045419171452522
0005;P1L_S3_C2;00001508;0021;0.9072720929980278
0005;P1L_S3_C2;00001509;0021;0.9103178307414055
0005;P1L_S3_C2;00001510;0021;0.8984072729945183
0005;P1L_S3_C2;00001511;0021;0.9174663722515106
0005;P1L_S3_C2;00001512;0021;0.9198963567614555
0005;P1L_S3_C2;00001513;0021;0.9102753400802612
0005;P1L_S3_C2;00001514;0021;0.910697765648365
0005;P1L_S3_C2;00001515;0021;0.9075533598661423
0005;P1L_S3_C2;00001516;0021;0.9193766489624977
0005;P1L_S3_C2;00001517;0021;0.9496901258826256
0005;P1L_S3_C2;00001518;0021;0.9113461822271347
0005;P1L_S3_C2;00001519;0021;0.9272188544273376
0005;P1L_S3_C2;00001520;0021;0.9075593650341034
0005;P1L_S3_C2;00001521;0021;0.9371735751628876
0005;P1L_S3_C2;00001522;0021;0.9333533644676208
0005;P1L_S3_C2;00001523;0021;0.9138948395848274
0005;P1L_S3_C2;00001524;0021;0.9197157472372055
0005;P1L_S3_C2;00001525;0021;0.9387598447501659
0005;P1L_S3_C2;00001526;0021;0.8839060068130493
0005;P1L_S3_C2;00001527;0021;0.8964362740516663
0005;P1L_S3_C1;00001449;0021;1.0332026742398739
0005;P1L_S3_C1;00001450;0021;1.0363398045301437
0005;P1L_S3_C1;00001451;0021;0.991601194255054
0005;P1L_S3_C1;00001452;0021;0.992752066347748
0005;P1L_S3_C1;00001453;0021;0.910974957048893
0005;P1L_S3_C1;00001454;0021;0.9609267637133598
0005;P1L_S3_C1;00001455;0021;0.9929008604958653
0005;P1L_S3_C1;00001456;0021;0.963061660528183
0005;P1L_S3_C1;00001457;0021;0.9916491908952594
0005;P1L_S3_C1;00001458;0021;1.0022535740863532
0005;P1L_S3_C1;00001459;0021;0.9907334977760911
0005;P1L_S3_C1;00001460;0021;0.9751590844243765
0005;P1L_S3_C1;00001461;0021;0.9729531593620777
0005;P1L_S3_C1;00001462;0021;1.0183221567422152
0005;P1L_S3_C1;00001463;0021;0.9955640169791877
0005;P1L_S3_C1;00001464;0021;1.0364199541509151
0005;P1L_S3_C1;00001465;0021;1.0130851240828633
0005;P1L_S3_C1;00001466;0021;0.9981489186175168
0005;P1L_S3_C1;00001467;0021;0.9902614522725344
0005;P1L_S3_C1;00001468;0021;1.0330556109547615
0005;P1L_S3_C1;00001469;0021;1.0213122982531786
0005;P1L_S3_C1;00001470;0021;1.0288447737693787
0005;P1L_S3_C1;00001471;0021;1.102427862584591
0005;P1L_S3_C1;00001472;0021;1.036867681890726
0005;P1L_S3_C1;00001473;0021;1.064866416156292
0005;P1L_S3_C1;00001474;0021;1.0453528724610806
0005;P1L_S3_C1;00001475;0021;1.0935038626194
0005;P1L_S3_C1;00001476;0021;1.0431050807237625
0005;P1L_S3_C1;00001477;0021;1.0246611572802067
0005;P1L_S3_C1;00001478;0021;0.9884323738515377
0005;P1L_S3_C1;00001479;0021;1.0166650768369436
0005;P1L_S3_C1;00001480;0021;1.031964112073183
0005;P1L_S3_C1;00001481;0021;1.0367912985384464
0005;P1L_S3_C1;00001482;0021;1.013872149400413
0005;P1L_S3_C1;00001483;0021;1.029302617534995
0005;P1L_S3_C1;00001484;0021;1.0259406212717295
0005;P1L_S3_C1;00001485;0021;1.0159969627857208
0005;P1L_S3_C1;00001486;0021;1.0057032816112041
0005;P1L_S3_C1;00001487;0021;0.9801657851785421
0005;P1L_S3_C1;00001488;0021;0.9809506330639124
0005;P1L_S3_C1;00001489;0021;0.9920464288443327
0005;P1L_S3_C1;00001490;0021;1.0269259195774794
0005;P1L_S3_C1;00001491;0021;0.9763959143310785
0005;P1L_S3_C1;00001492;0021;0.9569130726158619
0005;P1L_S3_C1;00001493;0021;0.9799490887671709
0005;P1L_S3_C1;00001494;0021;0.9966778676025569
0005;P1L_S3_C1;00001495;0021;0.9702775813639164
0005;P1L_S3_C1;00001496;0021;0.959752045571804
0005;P1L_S3_C1;00001497;0021;0.993030873592943
0005;P1L_S3_C1;00001498;0021;0.9588152915239334
0005;P1L_S3_C1;00001499;0021;0.929167240858078
0005;P1L_S3_C1;00001500;0021;0.9843535609543324
0005;P1L_S3_C1;00001501;0021;0.954304713755846
0005;P1L_S3_C1;00001502;0021;0.9448679313063622
0005;P1L_S3_C1;00001503;0021;0.9530869573354721
0005;P1L_S3_C1;00001504;0021;0.9400708191096783
0005;P1L_S3_C1;00001505;0021;0.9368651509284973
0005;P1L_S3_C1;00001506;0021;0.9345724433660507
0005;P1L_S3_C1;00001507;0021;0.9083406403660774
0005;P1L_S3_C1;00001508;0021;0.9242466315627098
0005;P1L_S3_C1;00001509;0021;0.9217603355646133
0005;P1L_S3_C1;00001510;0021;0.9228022992610931
0005;P1L_S3_C1;00001511;0021;0.9231242313981056
0005;P1L_S3_C1;00001512;0021;0.9266957268118858
0005;P1L_S3_C1;00001513;0021;0.8998077809810638
0005;P1L_S3_C1;00001514;0021;0.893460713326931
0005;P1L_S3_C1;00001515;0021;0.9262824431061745
0005;P1L_S3_C1;00001516;0021;0.931125208735466
0005;P1L_S3_C1;00001517;0021;0.9111962169408798
0005;P1L_S3_C1;00001518;0021;0.9322170987725258
0005;P1L_S3_C1;00001519;0021;0.9185157418251038
0005;P1L_S3_C1;00001520;0021;0.9358554631471634
0005;P1L_S3_C1;00001521;0021;0.9201830625534058
0005;P1L_S3_C1;00001522;0021;0.9245208129286766
0005;P1L_S3_C1;00001523;0021;0.9182081893086433
0005;P1L_S3_C1;00001524;0021;0.9098051339387894
0005;P1L_S3_C1;00001525;0021;0.9123003482818604
0005;P1E_S4_C1;00004193;0011;1.008933737874031
0005;P1E_S4_C1;00004194;0011;1.0339973084628582
0005;P1E_S4_C1;00004195;0011;1.0166966933757067
0005;P1E_S4_C1;00004196;0011;1.007599975913763
0005;P1E_S4_C1;00004197;0011;0.9964019337203354
0005;P1E_S4_C1;00004198;0011;0.984727275557816
0005;P1E_S4_C1;00004199;0011;0.9594451040029526
0005;P1E_S4_C1;00004200;0011;1.0197429936379194
0005;P1E_S4_C1;00004201;0011;1.02157942391932
0005;P1E_S4_C1;00004202;0011;1.0053877169266343
0005;P1E_S4_C1;00004203;0011;1.0504325330257416
0005;P1E_S4_C1;00004204;0011;1.0281949862837791
0005;P1E_S4_C1;00004205;0011;1.0960556119680405
0005;P1E_S4_C1;00004206;0011;1.080489419400692
0005;P1E_S4_C1;00004207;0011;1.039637241512537
0005;P1E_S4_C1;00004208;0011;1.060835249722004
0005;P1E_S4_C1;00004209;0011;1.0653517618775368
0005;P1E_S4_C1;00004210;0011;0.9864032668992877
0005;P1E_S4_C1;00004211;0011;1.0326867885887623
0005;P1E_S4_C1;00004212;0011;1.045704923570156
0005;P1E_S4_C1;00004213;0011;1.0202579535543919
0005;P1E_S4_C1;00004214;0011;1.0203416161239147
0005;P1E_S4_C1;00004215;0011;1.0361192151904106
0005;P1E_S4_C1;00004216;0011;1.0284307599067688
0005;P1E_S4_C1;00004217;0011;1.0572950169444084
0005;P1E_S4_C1;00004218;0011;1.063109889626503
0005;P1E_S4_C1;00004219;0011;1.0568280220031738
0005;P1E_S4_C1;00004220;0011;1.0522619597613811
0005;P1E_S4_C1;00004221;0011;1.060889843851328
0005;P1E_S4_C1;00004222;0011;1.0234158150851727
0005;P1E_S4_C1;00004223;0011;1.006990716792643
0005;P1E_S4_C1;00004224;0011;1.0384120792150497
0005;P1E_S4_C1;00004225;0011;1.0184831395745277
0005;P1E_S4_C1;00004226;0011;1.0527456551790237
0005;P1E_S4_C1;00004227;0011;1.0140054924413562
0005;P1E_S4_C1;00004228;0011;1.003546833526343
0005;P1E_S4_C1;00004229;0011;1.0341767072677612
0005;P1E_S4_C1;00004230;0011;1.0019288437906653
0005;P1E_S4_C1;00004231;0011;0.9930003844201565
0005;P1E_S4_C1;00004232;0011;1.021807223558426
0005;P1E_S4_C1;00004233;0011;1.0589459612965584
0005;P1E_S4_C1;00004234;0011;1.0499788708984852
0005;P1E_S4_C1;00004235;0011;1.032453641295433
0005;P1E_S4_C1;00004236;0011;1.038443349301815
0005;P1E_S4_C1;00004237;0011;1.0313581936061382
0005;P1E_S4_C1;00004238;0011;1.0313581936061382
0005;P1E_S4_C1;00004239;0011;1.0344629175961018
0005;P1E_S4_C1;00004240;0011;1.0825383216142654
0005;P1E_S4_C1;00004241;0011;1.0683280751109123
0005;P1E_S4_C1;00004242;0011;1.0683280751109123
0005;P1E_S4_C1;00004243;0011;1.037264596670866
0005;P1E_S4_C1;00004244;0011;1.0554963313043118
0005;P1E_S4_C1;00004245;0011;1.0554963313043118
0005;P1E_S4_C1;00004246;0011;1.038129810243845
0005;P1E_S4_C1;00004247;0011;1.042101375758648
0005;P1E_S4_C1;00004248;0011;1.082012578845024
0005;P1E_S4_C1;00004249;0011;1.0720033198595047
0005;P1E_S4_C1;00004250;0011;1.0816530510783195
0005;P1E_S4_C1;00004251;0011;1.0616417676210403
0005;P1E_S4_C1;00004252;0011;1.0514227449893951
0005;P1E_S4_C1;00004253;0011;1.0596961602568626
0005;P1E_S4_C1;00004254;0011;1.0463845133781433
0005;P1E_S4_C1;00004255;0011;1.0325801484286785
0005;P1E_S4_C1;00004256;0011;1.034003995358944
0005;P1E_S4_C1;00004257;0011;1.0263019409030676
0005;P1E_S4_C1;00004258;0011;1.014229997061193
0005;P1E_S4_C1;00004259;0011;1.0297700483351946
0005;P1E_S4_C1;00004260;0011;1.0010593244805932
0005;P1E_S4_C1;00004261;0011;1.02254824526608
0005;P1E_S4_C1;00004262;0011;1.0170514155179262
0005;P1E_S4_C1;00004263;0011;1.0091520184651017
0005;P1E_S4_C1;00004264;0011;1.0076933861710131
0005;P1E_S4_C1;00004265;0011;1.0164384003728628
0005;P1E_S4_C1;00004266;0011;0.9967777831479907
0005;P1E_S4_C1;00004267;0011;1.007907203398645
0005;P2E_S2_C2.2;00000404;0015;1.1351179629564285
0005;P2E_S2_C2.2;00000405;0015;1.1637764275074005
0005;P2E_S2_C2.2;00000406;0015;1.1550833880901337
0005;P2E_S2_C2.2;00000407;0015;1.088594026863575
0005;P2E_S2_C2.2;00000408;0015;1.0544589944183826
0005;P2E_S2_C2.2;00000409;0015;1.1655799746513367
0005;P2E_S2_C2.2;00000410;0015;1.0993966087698936
0005;P2E_S2_C2.2;00000411;0015;1.1511233299970627
