VIDEO ID;PERSON ID;AVG;MAX;MIN
P1E_S3_C2;0003;0.2591;0.4545;0.1552
P1E_S3_C2;0019;0.2662;0.4297;0.1979
P1E_S3_C2;0021;0.2614;0.4091;0.2071
P1E_S3_C2;0017;0.2544;0.5380;0.1572
P1E_S3_C2;0016;0.2659;0.4087;0.1799
P1E_S3_C2;0013;0.2323;0.4229;0.1579
P1E_S3_C2;0009;0.2425;0.3411;0.2001
P1E_S3_C2;0026;0.3370;0.4281;0.2801
P1E_S3_C2;0027;0.2008;0.2802;0.1535
P1E_S3_C2;0014;0.3307;0.5236;0.2259
P1E_S3_C2;0011;0.3043;0.4555;0.1977
P1E_S3_C2;0001;0.2845;0.4851;0.1792
P1E_S3_C2;0010;0.2775;0.3876;0.2317
P1E_S3_C2;0012;0.3028;0.4199;0.2396
P1E_S3_C2;0020;0.4172;0.5065;0.3493
P1E_S3_C2;0024;0.2920;0.5892;0.1831
P1E_S3_C2;0023;0.2991;0.5583;0.2185
P1E_S3_C2;0022;0.2640;0.3651;0.2053
P1E_S3_C2;0025;0.2892;0.5489;0.2158
P1E_S3_C2;0018;0.3250;0.4214;0.2712
P1E_S3_C2;0006;0.3331;0.5478;0.2417
P1E_S3_C2;0004;0.3578;0.5274;0.2318
P1E_S3_C2;0007;0.3450;0.5437;0.2508
P1E_S3_C3;0015;0.3562;0.4569;0.2964
P1E_S3_C3;0005;0.2223;0.2800;0.1888
P1E_S3_C3;0003;0.2129;0.2964;0.1498
P1E_S3_C3;0019;0.2081;0.3131;0.1639
P1E_S3_C3;0021;0.2392;0.3448;0.1786
P1E_S3_C3;0017;0.2017;0.3514;0.1330
P1E_S3_C3;0016;0.2322;0.2743;0.1995
P1E_S3_C3;0013;0.2241;0.3904;0.1676
P1E_S3_C3;0009;0.2206;0.2744;0.1811
P1E_S3_C3;0026;0.2768;0.3539;0.2351
P1E_S3_C3;0027;0.1756;0.1992;0.1526
P1E_S3_C3;0014;0.2644;0.4227;0.2040
P1E_S3_C3;0011;0.2824;0.4265;0.1769
P1E_S3_C3;0001;0.2272;0.4020;0.1533
P1E_S3_C3;0010;0.2284;0.2831;0.1716
P1E_S3_C3;0012;0.2589;0.2991;0.2340
P1E_S3_C3;0020;0.4114;0.5433;0.3287
P1E_S3_C3;0024;0.2470;0.4420;0.1624
P1E_S3_C3;0023;0.3483;0.4532;0.3069
P1E_S3_C3;0022;0.2937;0.3573;0.2652
P1E_S3_C3;0025;0.2609;0.3439;0.2187
P1E_S3_C3;0018;0.3051;0.3531;0.2758
P1E_S3_C3;0006;0.2782;0.3922;0.2211
P1E_S3_C3;0004;0.2812;0.3736;0.2208
P1E_S3_C3;0007;0.2948;0.4321;0.2285
P1E_S4_C1;0017;0.3107;0.5124;0.1588
P1E_S4_C1;0019;0.2894;0.4506;0.1876
P1E_S4_C1;0021;0.3309;0.4791;0.2172
P1E_S4_C1;0015;0.5217;0.7832;0.3632
P1E_S4_C1;0025;0.3578;0.5797;0.1756
P1E_S4_C1;0005;0.3017;0.4658;0.2270
P1E_S4_C1;0003;0.2574;0.4601;0.1433
P1E_S4_C1;0013;0.2862;0.4059;0.1877
P1E_S4_C1;0007;0.3505;0.5111;0.2411
P1E_S4_C1;0020;0.3870;0.5139;0.2545
P1E_S4_C1;0012;0.3176;0.4863;0.2121
P1E_S4_C1;0018;0.3929;0.6569;0.2894
P1E_S4_C1;0024;0.2828;0.4879;0.1604
P1E_S4_C1;0023;0.3567;0.5378;0.2150
P1E_S4_C1;0022;0.3233;0.5480;0.2107
P1E_S4_C1;0010;0.2910;0.4897;0.2121
P1E_S4_C1;0001;0.3398;0.5809;0.2103
P1E_S4_C1;0009;0.3075;0.4569;0.2132
P1E_S4_C1;0006;0.3728;0.5912;0.2196
P1E_S4_C1;0026;0.3587;0.5428;0.2444
P1E_S4_C1;0027;0.2580;0.3831;0.1684
P1E_S4_C1;0016;0.2775;0.4411;0.1962
P1E_S4_C1;0011;0.3449;0.5289;0.1835
P1E_S4_C1;0014;0.3842;0.5679;0.2485
P1E_S4_C1;0004;0.4449;0.7258;0.2683
P1E_S4_C2;0017;0.2586;0.4327;0.1710
P1E_S4_C2;0019;0.2448;0.4450;0.1617
P1E_S4_C2;0021;0.3359;0.5268;0.2456
P1E_S4_C2;0015;0.4387;0.6242;0.3554
P1E_S4_C2;0025;0.3179;0.5965;0.1792
P1E_S4_C2;0005;0.2698;0.4359;0.2129
P1E_S4_C2;0003;0.2401;0.3967;0.1713
P1E_S4_C2;0013;0.2745;0.4355;0.1911
P1E_S4_C2;0007;0.3203;0.4690;0.2256
P1E_S4_C2;0020;0.3499;0.4629;0.2346
P1E_S4_C2;0012;0.2719;0.3931;0.2037
P1E_S4_C2;0018;0.3235;0.4456;0.2741
P1E_S4_C2;0024;0.2601;0.4111;0.1928
P1E_S4_C2;0023;0.3714;0.5886;0.2504
P1E_S4_C2;0022;0.2813;0.3704;0.2297
P1E_S4_C2;0010;0.2464;0.3698;0.1718
P1E_S4_C2;0001;0.2809;0.4985;0.1914
P1E_S4_C2;0009;0.2588;0.3951;0.1994
P1E_S4_C2;0006;0.2862;0.4214;0.2152
P1E_S4_C2;0026;0.3083;0.4860;0.2361
P1E_S4_C2;0027;0.2561;0.3618;0.1891
P1E_S4_C2;0016;0.2519;0.3884;0.2038
P1E_S4_C2;0011;0.3004;0.5014;0.1829
P1E_S4_C2;0014;0.3292;0.5040;0.2388
P1E_S4_C2;0004;0.3694;0.6396;0.2604
P1E_S4_C3;0017;0.3306;0.4333;0.2827
P1E_S4_C3;0019;0.2697;0.3006;0.2285
P1E_S4_C3;0021;0.3893;0.4639;0.3432
P1E_S4_C3;0015;0.4335;0.4916;0.3560
P1E_S4_C3;0025;0.2872;0.4878;0.2262
P1E_S4_C3;0005;0.3553;0.4314;0.2827
P1E_S4_C3;0003;0.3178;0.3986;0.2727
P1E_S4_C3;0013;0.3259;0.3982;0.2545
P1E_S4_C3;0007;0.3786;0.4723;0.3252
P1E_S4_C3;0020;0.4202;0.4815;0.3731
P1E_S4_C3;0012;0.3147;0.3506;0.2815
P1E_S4_C3;0018;0.3977;0.4867;0.3233
P1E_S4_C3;0024;0.3072;0.3516;0.2754
P1E_S4_C3;0023;0.4744;0.5584;0.4149
P1E_S4_C3;0022;0.3482;0.3918;0.3167
P1E_S4_C3;0010;0.3196;0.3903;0.2479
P1E_S4_C3;0001;0.3331;0.4177;0.2874
P1E_S4_C3;0009;0.3234;0.5041;0.2284
P1E_S4_C3;0006;0.3228;0.3742;0.2728
P1E_S4_C3;0026;0.2792;0.3667;0.2305
P1E_S4_C3;0027;0.2969;0.3714;0.2450
P1E_S4_C3;0016;0.2965;0.3634;0.2483
P1E_S4_C3;0011;0.3105;0.4024;0.2327
P1E_S4_C3;0014;0.3675;0.4204;0.3236
P1E_S4_C3;0004;0.4024;0.5849;0.3212
P1L_S1_C1;0014;0.3895;0.5921;0.2686
P1L_S1_C1;0020;0.2868;0.4650;0.1680
P1L_S1_C1;0006;0.3311;0.5325;0.2076
P1L_S1_C1;0011;0.2829;0.4155;0.1675
P1L_S1_C1;0005;0.2475;0.3289;0.1472
P1L_S1_C1;0027;0.2886;0.3829;0.1876
P1L_S1_C1;0026;0.3121;0.4624;0.2293
P1L_S1_C1;0018;0.3766;0.4813;0.2555
P1L_S1_C1;0009;0.3110;0.3949;0.2313
P1L_S1_C1;0021;0.2986;0.4128;0.1828
P1L_S1_C1;0019;0.2946;0.4846;0.1690
P1L_S1_C1;0007;0.3093;0.4314;0.2039
P1L_S1_C1;0012;0.3143;0.4218;0.2383
P1L_S1_C1;0015;0.4315;0.5550;0.3194
P1L_S1_C1;0017;0.2252;0.3416;0.1126
P1L_S1_C1;0016;0.2576;0.3481;0.1699
P1L_S1_C1;0013;0.2513;0.3933;0.1588
P1L_S1_C1;0004;0.3765;0.4849;0.2610
P1L_S1_C1;0001;0.2895;0.4254;0.1812
P1L_S1_C1;0003;0.2587;0.3956;0.1369
P1L_S1_C1;0022;0.3476;0.4926;0.2574
P1L_S1_C1;0010;0.3077;0.4016;0.1823
P1L_S1_C1;0024;0.2606;0.4492;0.1499
P1L_S1_C1;0025;0.3092;0.4768;0.1844
P1L_S1_C1;0023;0.3258;0.4776;0.1753
P1L_S1_C2;0014;0.3492;0.5185;0.2259
P1L_S1_C2;0020;0.3309;0.4919;0.2330
P1L_S1_C2;0006;0.3267;0.4434;0.2202
P1L_S1_C2;0011;0.3021;0.4502;0.2067
P1L_S1_C2;0005;0.2781;0.3697;0.1785
P1L_S1_C2;0027;0.2905;0.3570;0.1788
P1L_S1_C2;0026;0.2976;0.4209;0.2164
P1L_S1_C2;0018;0.4095;0.5258;0.2769
P1L_S1_C2;0009;0.2975;0.3799;0.2307
P1L_S1_C2;0021;0.3154;0.4262;0.2262
P1L_S1_C2;0019;0.2929;0.3915;0.1690
P1L_S1_C2;0007;0.3345;0.4908;0.2600
P1L_S1_C2;0012;0.3121;0.4298;0.2208
P1L_S1_C2;0015;0.4534;0.6545;0.3675
P1L_S1_C2;0017;0.2542;0.4268;0.1993
P1L_S1_C2;0016;0.2697;0.3199;0.1961
P1L_S1_C2;0013;0.2631;0.4591;0.1768
P1L_S1_C2;0004;0.4178;0.5392;0.2847
P1L_S1_C2;0001;0.3132;0.4889;0.2221
P1L_S1_C2;0003;0.2990;0.4029;0.1948
P1L_S1_C2;0022;0.3384;0.5303;0.2527
P1L_S1_C2;0010;0.3038;0.3672;0.2072
P1L_S1_C2;0024;0.2741;0.3969;0.1739
P1L_S1_C2;0025;0.3000;0.4703;0.1948
P1L_S1_C2;0023;0.3481;0.4643;0.2252
P1L_S1_C3;0014;0.4025;0.5441;0.3604
P1L_S1_C3;0020;0.3779;0.4301;0.3350
P1L_S1_C3;0006;0.3722;0.4124;0.3242
P1L_S1_C3;0011;0.3473;0.4138;0.3037
P1L_S1_C3;0005;0.3011;0.3556;0.2515
P1L_S1_C3;0027;0.3485;0.4296;0.2898
P1L_S1_C3;0026;0.3052;0.4240;0.2460
P1L_S1_C3;0018;0.4523;0.5343;0.3892
P1L_S1_C3;0009;0.3665;0.4849;0.2935
P1L_S1_C3;0021;0.3966;0.4565;0.3461
P1L_S1_C3;0019;0.3304;0.4337;0.2690
P1L_S1_C3;0007;0.3838;0.4340;0.3331
P1L_S1_C3;0012;0.3532;0.4789;0.2993
P1L_S1_C3;0015;0.5180;0.5968;0.4532
P1L_S1_C3;0017;0.3193;0.3529;0.2700
P1L_S1_C3;0016;0.3537;0.4861;0.2718
P1L_S1_C3;0013;0.2916;0.3335;0.2591
P1L_S1_C3;0004;0.4904;0.5758;0.3967
P1L_S1_C3;0001;0.3563;0.4874;0.2835
P1L_S1_C3;0003;0.3376;0.4144;0.2455
P1L_S1_C3;0022;0.3556;0.4161;0.3017
P1L_S1_C3;0010;0.3663;0.3944;0.3421
P1L_S1_C3;0024;0.2917;0.3214;0.2665
P1L_S1_C3;0025;0.3433;0.4114;0.2890
P1L_S1_C3;0023;0.4003;0.4646;0.3465
P1L_S2_C1;0014;0.4390;0.7310;0.2906
P1L_S2_C1;0020;0.3968;0.5670;0.2996
P1L_S2_C1;0003;0.2875;0.5093;0.1676
P1L_S2_C1;0005;0.2921;0.4220;0.2106
P1L_S2_C1;0011;0.3084;0.5705;0.1964
P1L_S2_C1;0021;0.3199;0.4737;0.2458
P1L_S2_C1;0012;0.3627;0.4788;0.2680
P1L_S2_C1;0027;0.2822;0.3824;0.1955
P1L_S2_C1;0026;0.3466;0.4685;0.2393
P1L_S2_C1;0019;0.3091;0.4818;0.1956
P1L_S2_C1;0016;0.2621;0.3414;0.2184
P1L_S2_C1;0007;0.3468;0.4602;0.2607
P1L_S2_C1;0013;0.2801;0.4169;0.2219
P1L_S2_C1;0001;0.3110;0.4705;0.1883
P1L_S2_C1;0017;0.2766;0.3937;0.1896
P1L_S2_C1;0018;0.3737;0.5070;0.2301
P1L_S2_C1;0015;0.4890;0.6180;0.4091
P1L_S2_C1;0010;0.3517;0.5630;0.2191
P1L_S2_C1;0006;0.4012;0.6188;0.2644
P1L_S2_C1;0009;0.3301;0.4264;0.2559
P1L_S2_C1;0004;0.4108;0.6209;0.2872
P1L_S2_C1;0024;0.3006;0.5290;0.2096
P1L_S2_C1;0022;0.3367;0.4216;0.2587
P1L_S2_C1;0025;0.3763;0.5757;0.2326
P1L_S2_C1;0023;0.3265;0.4750;0.1885
P1L_S2_C2;0014;0.3516;0.6031;0.2439
P1L_S2_C2;0020;0.3851;0.5734;0.2586
P1L_S2_C2;0003;0.2779;0.4101;0.1697
P1L_S2_C2;0005;0.2557;0.3989;0.1524
P1L_S2_C2;0011;0.2798;0.4489;0.1531
P1L_S2_C2;0021;0.2832;0.4235;0.1752
P1L_S2_C2;0012;0.3420;0.4695;0.2415
P1L_S2_C2;0027;0.2665;0.3988;0.1613
P1L_S2_C2;0026;0.3243;0.4548;0.2357
P1L_S2_C2;0019;0.2742;0.4042;0.1412
P1L_S2_C2;0016;0.2700;0.3593;0.2064
P1L_S2_C2;0007;0.3042;0.5349;0.1927
P1L_S2_C2;0013;0.2614;0.4696;0.1541
P1L_S2_C2;0001;0.3349;0.5201;0.1937
P1L_S2_C2;0017;0.2504;0.4168;0.1393
P1L_S2_C2;0018;0.3706;0.5270;0.2490
P1L_S2_C2;0015;0.4712;0.6129;0.3435
P1L_S2_C2;0010;0.2900;0.3652;0.2310
P1L_S2_C2;0006;0.3606;0.4933;0.2616
P1L_S2_C2;0009;0.3188;0.4244;0.2172
P1L_S2_C2;0004;0.4176;0.6559;0.2867
P1L_S2_C2;0024;0.2850;0.4430;0.1810
P1L_S2_C2;0022;0.3161;0.3872;0.2312
P1L_S2_C2;0025;0.3211;0.4801;0.2042
P1L_S2_C2;0023;0.3312;0.5548;0.1769
P1L_S2_C3;0014;0.3500;0.5434;0.2597
P1L_S2_C3;0020;0.3891;0.4953;0.3266
P1L_S2_C3;0003;0.2911;0.4193;0.2095
P1L_S2_C3;0005;0.2591;0.4066;0.1985
P1L_S2_C3;0011;0.2688;0.4493;0.2027
P1L_S2_C3;0021;0.3181;0.5556;0.2261
P1L_S2_C3;0012;0.3385;0.4237;0.2814
P1L_S2_C3;0027;0.2908;0.3648;0.2176
P1L_S2_C3;0026;0.3256;0.4260;0.2548
P1L_S2_C3;0019;0.2645;0.3375;0.1986
P1L_S2_C3;0016;0.3068;0.4204;0.2462
P1L_S2_C3;0007;0.3161;0.4133;0.2565
P1L_S2_C3;0013;0.2416;0.3096;0.1839
P1L_S2_C3;0001;0.3380;0.4517;0.2469
P1L_S2_C3;0017;0.2656;0.3480;0.1792
P1L_S2_C3;0018;0.3690;0.4756;0.2814
P1L_S2_C3;0015;0.4380;0.6079;0.3666
P1L_S2_C3;0010;0.3269;0.4305;0.2523
P1L_S2_C3;0006;0.4074;0.4999;0.3318
P1L_S2_C3;0009;0.3413;0.4704;0.2618
P1L_S2_C3;0004;0.4362;0.5268;0.3262
P1L_S2_C3;0024;0.2708;0.3674;0.1862
P1L_S2_C3;0022;0.3515;0.5367;0.2559
P1L_S2_C3;0025;0.3126;0.4092;0.2431
P1L_S2_C3;0023;0.3660;0.4355;0.3006
P1L_S3_C1;0003;0.3239;0.5129;0.2301
P1L_S3_C1;0013;0.3029;0.4126;0.2351
P1L_S3_C1;0020;0.4468;0.6616;0.3488
P1L_S3_C1;0006;0.4271;0.6158;0.3091
P1L_S3_C1;0019;0.3275;0.5414;0.2340
P1L_S3_C1;0011;0.3465;0.4518;0.2456
P1L_S3_C1;0021;0.3269;0.4715;0.2449
P1L_S3_C1;0024;0.3134;0.4592;0.2378
P1L_S3_C1;0023;0.3507;0.4865;0.2449
P1L_S3_C1;0022;0.3608;0.4596;0.2891
P1L_S3_C1;0025;0.3724;0.5699;0.2254
P1L_S3_C1;0010;0.3283;0.3984;0.2469
P1L_S3_C1;0018;0.4111;0.6803;0.2759
P1L_S3_C1;0016;0.2914;0.3818;0.2303
P1L_S3_C1;0026;0.3280;0.4665;0.2263
P1L_S3_C1;0027;0.4536;0.7733;0.2460
P1L_S3_C1;0015;0.4544;0.6703;0.3604
P1L_S3_C1;0005;0.3172;0.3892;0.2679
P1L_S3_C1;0009;0.3261;0.4915;0.2462
P1L_S3_C1;0007;0.3817;0.4946;0.2906
P1L_S3_C1;0012;0.3242;0.3777;0.2547
P1L_S3_C1;0004;0.4232;0.7377;0.2484
P1L_S3_C1;0014;0.4169;0.5603;0.3069
P1L_S3_C1;0017;0.3114;0.4775;0.2255
P1L_S3_C1;0001;0.3109;0.4665;0.2349
P1L_S3_C2;0003;0.3093;0.4945;0.2113
P1L_S3_C2;0013;0.2737;0.4724;0.1970
P1L_S3_C2;0020;0.4184;0.6000;0.3421
P1L_S3_C2;0006;0.3795;0.4907;0.3105
P1L_S3_C2;0019;0.2987;0.5489;0.1815
P1L_S3_C2;0011;0.3266;0.4733;0.2126
P1L_S3_C2;0021;0.2881;0.4167;0.2112
P1L_S3_C2;0024;0.2877;0.4875;0.1787
P1L_S3_C2;0023;0.3246;0.4772;0.2006
P1L_S3_C2;0022;0.3386;0.4745;0.2334
P1L_S3_C2;0025;0.3172;0.5172;0.2089
P1L_S3_C2;0010;0.3059;0.4212;0.2058
P1L_S3_C2;0018;0.3728;0.5426;0.2119
P1L_S3_C2;0016;0.2683;0.3369;0.2172
P1L_S3_C2;0026;0.3292;0.4769;0.2217
P1L_S3_C2;0027;0.3977;0.7516;0.2295
P1L_S3_C2;0015;0.4185;0.5756;0.2983
P1L_S3_C2;0005;0.2895;0.3950;0.2040
P1L_S3_C2;0009;0.2768;0.3573;0.2096
P1L_S3_C2;0007;0.3473;0.5149;0.2332
P1L_S3_C2;0012;0.3092;0.3705;0.2390
P1L_S3_C2;0004;0.4436;0.7692;0.2368
P1L_S3_C2;0014;0.3922;0.5329;0.2919
P1L_S3_C2;0017;0.2861;0.4992;0.1981
P1L_S3_C2;0001;0.3206;0.5718;0.1859
P1L_S3_C3;0003;0.2348;0.3749;0.1643
P1L_S3_C3;0013;0.2254;0.2900;0.1650
P1L_S3_C3;0020;0.3567;0.4862;0.2971
P1L_S3_C3;0006;0.3936;0.4707;0.3388
